Numbers/keywords (area),AEDQ (min),Operators/literals (area),NMI (avg),#characters (max),Strings/keywords (area),developer_position,Operators (Visual X),Identifiers length (avg),Keywords (Visual X),#comments (avg),TC (avg),Keywords (Visual Y),Identifiers length (max),ITID (avg),IMSQ (avg),Comments (area),Volume,#assignments (dft),Identifiers (Visual X),#assignments (avg),#comments (dft),#parenthesis (dft),Identifiers (area),MIDQ (avg),Operators (Visual Y),#commas (dft),Comments (Visual X),CICsyn (avg),TC (max),Line length (avg),Operators (area),#periods (avg),Line length (max),Cyclomatic complexity,#conditionals (avg),AEDQ (avg),AEDQ (max),Indentation length (avg),#keywords (avg),#parenthesis (avg),NMI (max),#blank lines (avg),Keywords (area),CIC (avg),#numbers (max),#spaces (avg),#keywords (max),#aligned blocks,Operators/keywords (area),PE gen,#identifiers (dft),#numbers (dft),Indentation length (max),Numbers/identifiers (area),Numbers (Visual X),Strings (Visual X),Identifiers (Visual Y),#operators (avg),#commas (avg),Line length (dft),#operators (dft),#parameters,Keywords/identifiers (area),EAP (min),Literals (Visual Y),LOC,#nested blocks (avg),IMSQ (max),Entropy,EAP (avg),CIC (max),Strings (area),MIDQ (min),#keywords (dft),Readability,#identifiers (avg),IMSQ (min),#conditionals (dft),EAP (max),PE spec (java),#numbers (avg),#words (max),Comments (Visual Y),Strings/identifiers (area),#loops (avg),Extent of aligned blocks,#loops (dft),#comparisons (avg),Literals (area),CR,Numbers (area),Numbers (Visual Y),#comparisons (dft),Literals/keywords (area),#identifiers (max),Strings (Visual Y),MIDQ (max),NM (avg),CICsyn (max),TC (min),#spaces (dft),#statements,Indentation length (dft),Literals/identifiers (area),NM (max),#periods (dft),Literals (Visual X),PBU
0.0,1843.0,0.2016,4.056603774,375,0.0,1,87.85294118,9.615384615,87.94117647,0.032258065,0.396418915,32.71910112,31,0.744186047,1.0,0.0,1219.544534,33,87.94117647,0.117647059,34,34,0.511456628,0.276135833,32.79775281,34,0.0,1.074712644,0.742307489,40.73333333,0.103109656,0.7,88,3,0.066666667,1843.0,1843.0,11.06666667,0.666666667,1.176470588,9,0.117647059,0.078559738,0.0,0,12.5,2,57,1.3125,2,33,1,16,0.0,0.0,0.0,32.82022472,0.0,0.029411765,33,1,0,0.1536,0.0,0.0,34,2.8,1.0,4.256586399,0.0,0,0.0,0.0,34,0.292099744,2.166666667,1.0,34,0.0,2,0.0,8,0.0,0.0,0.0,62,1,0.029411765,0.0,0.0,0.0,0.0,34,0.0,6,0.0,0.833333333,9.124031008,10,0.125988158,1,17,1,0.0,37,34,0,1
0.0,1843.0,0.2016,4.056603774,375,0.0,1,87.85294118,9.615384615,87.94117647,0.032258065,0.396418915,32.71910112,31,0.744186047,1.0,0.0,1219.544534,33,87.94117647,0.117647059,34,34,0.511456628,0.276135833,32.79775281,34,0.0,1.074712644,0.742307489,40.73333333,0.103109656,0.7,88,3,0.066666667,1843.0,1843.0,11.06666667,0.666666667,1.176470588,9,0.117647059,0.078559738,0.0,0,12.5,2,57,1.3125,2,33,1,16,0.0,0.0,0.0,32.82022472,0.0,0.029411765,33,1,0,0.1536,0.0,0.0,34,2.8,1.0,4.256586399,0.0,0,0.0,0.0,34,0.292099744,2.166666667,1.0,34,0.0,1,0.0,8,0.0,0.0,0.0,62,1,0.029411765,0.0,0.0,0.0,0.0,34,0.0,6,0.0,0.833333333,9.124031008,10,0.125988158,1,17,1,0.0,37,34,0,0
0.0,1843.0,0.2016,4.056603774,375,0.0,1,87.85294118,9.615384615,87.94117647,0.032258065,0.396418915,32.71910112,31,0.744186047,1.0,0.0,1219.544534,33,87.94117647,0.117647059,34,34,0.511456628,0.276135833,32.79775281,34,0.0,1.074712644,0.742307489,40.73333333,0.103109656,0.7,88,3,0.066666667,1843.0,1843.0,11.06666667,0.666666667,1.176470588,9,0.117647059,0.078559738,0.0,0,12.5,2,57,1.3125,3,33,1,16,0.0,0.0,0.0,32.82022472,0.0,0.029411765,33,1,0,0.1536,0.0,0.0,34,2.8,1.0,4.256586399,0.0,0,0.0,0.0,34,0.292099744,2.166666667,1.0,34,0.0,2,0.0,8,0.0,0.0,0.0,62,1,0.029411765,0.0,0.0,0.0,0.0,34,0.0,6,0.0,0.833333333,9.124031008,10,0.125988158,1,17,1,0.0,37,34,0,0
0.0,1843.0,0.2016,4.056603774,375,0.0,4,87.85294118,9.615384615,87.94117647,0.032258065,0.396418915,32.71910112,31,0.744186047,1.0,0.0,1219.544534,33,87.94117647,0.117647059,34,34,0.511456628,0.276135833,32.79775281,34,0.0,1.074712644,0.742307489,40.73333333,0.103109656,0.7,88,3,0.066666667,1843.0,1843.0,11.06666667,0.666666667,1.176470588,9,0.117647059,0.078559738,0.0,0,12.5,2,57,1.3125,10,33,1,16,0.0,0.0,0.0,32.82022472,0.0,0.029411765,33,1,0,0.1536,0.0,0.0,34,2.8,1.0,4.256586399,0.0,0,0.0,0.0,34,0.292099744,2.166666667,1.0,34,0.0,7,0.0,8,0.0,0.0,0.0,62,1,0.029411765,0.0,0.0,0.0,0.0,34,0.0,6,0.0,0.833333333,9.124031008,10,0.125988158,1,17,1,0.0,37,34,0,0
0.0,16.0,0.149038462,3.846153846,516,0.0,2,105.8571429,9.454545455,105.9387755,0.022222222,0.252004307,47.77570093,33,0.789090909,0.75,0.0,2117.798355,49,106.0,0.142857143,49,47,0.611165524,0.0,47.73831776,49,0.0,3.015060241,0.421997858,46.40909091,0.091087169,0.977272727,106,2,0.0,5353.413793,11904.0,10.27272727,0.5,1.020408163,11,0.102040816,0.045053869,0.0,0,11.72727273,5,200,2.02173913,3,49,1,16,0.0,0.0,0.0,47.87850467,0.0,0.142857143,44,1,1,0.073717949,0.001978491,0.0,49,3.0,0.75,4.621689901,0.086660716,0,0.0,0.0,49,0.141092256,3.0,0.75,1,0.167139076,3,0.0,30,0.0,0.0,0.0,283,1,0.0,0.0,0.0,0.0,0.0,1,0.0,8,0.0,0.0,8.254545455,20,0.138675049,48,23,48,0.0,45,49,0,1
0.0,16.0,0.149038462,3.846153846,516,0.0,1,105.8571429,9.454545455,105.9387755,0.022222222,0.252004307,47.77570093,33,0.789090909,0.75,0.0,2117.798355,49,106.0,0.142857143,49,47,0.611165524,0.0,47.73831776,49,0.0,3.015060241,0.421997858,46.40909091,0.091087169,0.977272727,106,2,0.0,5353.413793,11904.0,10.27272727,0.5,1.020408163,11,0.102040816,0.045053869,0.0,0,11.72727273,5,200,2.02173913,5,49,1,16,0.0,0.0,0.0,47.87850467,0.0,0.142857143,44,1,1,0.073717949,0.001978491,0.0,49,3.0,0.75,4.621689901,0.086660716,0,0.0,0.0,49,0.141092256,3.0,0.75,1,0.167139076,5,0.0,30,0.0,0.0,0.0,283,1,0.0,0.0,0.0,0.0,0.0,1,0.0,8,0.0,0.0,8.254545455,20,0.138675049,48,23,48,0.0,45,49,0,1
0.0,16.0,0.149038462,3.846153846,516,0.0,1,105.8571429,9.454545455,105.9387755,0.022222222,0.252004307,47.77570093,33,0.789090909,0.75,0.0,2117.798355,49,106.0,0.142857143,49,47,0.611165524,0.0,47.73831776,49,0.0,3.015060241,0.421997858,46.40909091,0.091087169,0.977272727,106,2,0.0,5353.413793,11904.0,10.27272727,0.5,1.020408163,11,0.102040816,0.045053869,0.0,0,11.72727273,5,200,2.02173913,4,49,1,16,0.0,0.0,0.0,47.87850467,0.0,0.142857143,44,1,1,0.073717949,0.001978491,0.0,49,3.0,0.75,4.621689901,0.086660716,0,0.0,0.0,49,0.141092256,3.0,0.75,1,0.167139076,4,0.0,30,0.0,0.0,0.0,283,1,0.0,0.0,0.0,0.0,0.0,1,0.0,8,0.0,0.0,8.254545455,20,0.138675049,48,23,48,0.0,45,49,0,0
0.0,16.0,0.149038462,3.846153846,516,0.0,1,105.8571429,9.454545455,105.9387755,0.022222222,0.252004307,47.77570093,33,0.789090909,0.75,0.0,2117.798355,49,106.0,0.142857143,49,47,0.611165524,0.0,47.73831776,49,0.0,3.015060241,0.421997858,46.40909091,0.091087169,0.977272727,106,2,0.0,5353.413793,11904.0,10.27272727,0.5,1.020408163,11,0.102040816,0.045053869,0.0,0,11.72727273,5,200,2.02173913,2,49,1,16,0.0,0.0,0.0,47.87850467,0.0,0.142857143,44,1,1,0.073717949,0.001978491,0.0,49,3.0,0.75,4.621689901,0.086660716,0,0.0,0.0,49,0.141092256,3.0,0.75,1,0.167139076,1,0.0,30,0.0,0.0,0.0,283,1,0.0,0.0,0.0,0.0,0.0,1,0.0,8,0.0,0.0,8.254545455,20,0.138675049,48,23,48,0.0,45,49,0,0
0.0,16.0,0.149038462,3.846153846,516,0.0,2,105.8571429,9.454545455,105.9387755,0.022222222,0.252004307,47.77570093,33,0.789090909,0.75,0.0,2117.798355,49,106.0,0.142857143,49,47,0.611165524,0.0,47.73831776,49,0.0,3.015060241,0.421997858,46.40909091,0.091087169,0.977272727,106,2,0.0,5353.413793,11904.0,10.27272727,0.5,1.020408163,11,0.102040816,0.045053869,0.0,0,11.72727273,5,200,2.02173913,4,49,1,16,0.0,0.0,0.0,47.87850467,0.0,0.142857143,44,1,1,0.073717949,0.001978491,0.0,49,3.0,0.75,4.621689901,0.086660716,0,0.0,0.0,49,0.141092256,3.0,0.75,1,0.167139076,4,0.0,30,0.0,0.0,0.0,283,1,0.0,0.0,0.0,0.0,0.0,1,0.0,8,0.0,0.0,8.254545455,20,0.138675049,48,23,48,0.0,45,49,0,1
0.0,16.0,0.149038462,3.846153846,516,0.0,1,105.8571429,9.454545455,105.9387755,0.022222222,0.252004307,47.77570093,33,0.789090909,0.75,0.0,2117.798355,49,106.0,0.142857143,49,47,0.611165524,0.0,47.73831776,49,0.0,3.015060241,0.421997858,46.40909091,0.091087169,0.977272727,106,2,0.0,5353.413793,11904.0,10.27272727,0.5,1.020408163,11,0.102040816,0.045053869,0.0,0,11.72727273,5,200,2.02173913,2,49,1,16,0.0,0.0,0.0,47.87850467,0.0,0.142857143,44,1,1,0.073717949,0.001978491,0.0,49,3.0,0.75,4.621689901,0.086660716,0,0.0,0.0,49,0.141092256,3.0,0.75,1,0.167139076,2,0.0,30,0.0,0.0,0.0,283,1,0.0,0.0,0.0,0.0,0.0,1,0.0,8,0.0,0.0,8.254545455,20,0.138675049,48,23,48,0.0,45,49,0,1
0.0,16.0,0.149038462,3.846153846,516,0.0,1,105.8571429,9.454545455,105.9387755,0.022222222,0.252004307,47.77570093,33,0.789090909,0.75,0.0,2117.798355,49,106.0,0.142857143,49,47,0.611165524,0.0,47.73831776,49,0.0,3.015060241,0.421997858,46.40909091,0.091087169,0.977272727,106,2,0.0,5353.413793,11904.0,10.27272727,0.5,1.020408163,11,0.102040816,0.045053869,0.0,0,11.72727273,5,200,2.02173913,2,49,1,16,0.0,0.0,0.0,47.87850467,0.0,0.142857143,44,1,1,0.073717949,0.001978491,0.0,49,3.0,0.75,4.621689901,0.086660716,0,0.0,0.0,49,0.141092256,3.0,0.75,1,0.167139076,1,0.0,30,0.0,0.0,0.0,283,1,0.0,0.0,0.0,0.0,0.0,1,0.0,8,0.0,0.0,8.254545455,20,0.138675049,48,23,48,0.0,45,49,0,1
0.0,16.0,0.149038462,3.846153846,516,0.0,1,105.8571429,9.454545455,105.9387755,0.022222222,0.252004307,47.77570093,33,0.789090909,0.75,0.0,2117.798355,49,106.0,0.142857143,49,47,0.611165524,0.0,47.73831776,49,0.0,3.015060241,0.421997858,46.40909091,0.091087169,0.977272727,106,2,0.0,5353.413793,11904.0,10.27272727,0.5,1.020408163,11,0.102040816,0.045053869,0.0,0,11.72727273,5,200,2.02173913,3,49,1,16,0.0,0.0,0.0,47.87850467,0.0,0.142857143,44,1,1,0.073717949,0.001978491,0.0,49,3.0,0.75,4.621689901,0.086660716,0,0.0,0.0,49,0.141092256,3.0,0.75,1,0.167139076,2,0.0,30,0.0,0.0,0.0,283,1,0.0,0.0,0.0,0.0,0.0,1,0.0,8,0.0,0.0,8.254545455,20,0.138675049,48,23,48,0.0,45,49,0,0
0.0,16.0,0.149038462,3.846153846,516,0.0,4,105.8571429,9.454545455,105.9387755,0.022222222,0.252004307,47.77570093,33,0.789090909,0.75,0.0,2117.798355,49,106.0,0.142857143,49,47,0.611165524,0.0,47.73831776,49,0.0,3.015060241,0.421997858,46.40909091,0.091087169,0.977272727,106,2,0.0,5353.413793,11904.0,10.27272727,0.5,1.020408163,11,0.102040816,0.045053869,0.0,0,11.72727273,5,200,2.02173913,2,49,1,16,0.0,0.0,0.0,47.87850467,0.0,0.142857143,44,1,1,0.073717949,0.001978491,0.0,49,3.0,0.75,4.621689901,0.086660716,0,0.0,0.0,49,0.141092256,3.0,0.75,1,0.167139076,6,0.0,30,0.0,0.0,0.0,283,1,0.0,0.0,0.0,0.0,0.0,1,0.0,8,0.0,0.0,8.254545455,20,0.138675049,48,23,48,0.0,45,49,0,1
0.0,11.0,0.220700152,4.582677165,464,0.189473684,2,99.8,8.375,100.0,0.035714286,0.524781294,28.82178218,23,0.920289855,0.993055556,0.0,1518.987539,30,99.96666667,0.266666667,30,30,0.477124183,0.186447222,28.74257426,29,0.0,2.38172043,0.882352941,51.0,0.10530138,0.703703704,100,4,0.037037037,1634.0,4477.0,14.51851852,0.888888889,1.2,10,0.1,0.068990559,0.0,1,17.18518519,6,25,1.526315789,3,30,30,28,0.0,0.0,100.0,28.82178218,0.1,0.333333333,29,30,2,0.144596651,7.53e-05,0.0,30,3.0,1.0,4.354108284,0.049917156,0,0.013071895,0.0,28,0.269684702,2.962962963,0.96875,30,0.144541134,3,0.037037037,8,0.0,0.02739726,0.037037037,25,30,0.033333333,0.0,0.0,0.0,0.0,30,0.0,8,29.0,1.0,9.130434783,9,0.297044263,30,14,30,0.0,45,30,0,1
0.0,11.0,0.220700152,4.582677165,464,0.189473684,1,99.8,8.375,100.0,0.035714286,0.524781294,28.82178218,23,0.920289855,0.993055556,0.0,1518.987539,30,99.96666667,0.266666667,30,30,0.477124183,0.186447222,28.74257426,29,0.0,2.38172043,0.882352941,51.0,0.10530138,0.703703704,100,4,0.037037037,1634.0,4477.0,14.51851852,0.888888889,1.2,10,0.1,0.068990559,0.0,1,17.18518519,6,25,1.526315789,5,30,30,28,0.0,0.0,100.0,28.82178218,0.1,0.333333333,29,30,2,0.144596651,7.53e-05,0.0,30,3.0,1.0,4.354108284,0.049917156,0,0.013071895,0.0,28,0.269684702,2.962962963,0.96875,30,0.144541134,5,0.037037037,8,0.0,0.02739726,0.037037037,25,30,0.033333333,0.0,0.0,0.0,0.0,30,0.0,8,29.0,1.0,9.130434783,9,0.297044263,30,14,30,0.0,45,30,0,1
0.0,11.0,0.220700152,4.582677165,464,0.189473684,1,99.8,8.375,100.0,0.035714286,0.524781294,28.82178218,23,0.920289855,0.993055556,0.0,1518.987539,30,99.96666667,0.266666667,30,30,0.477124183,0.186447222,28.74257426,29,0.0,2.38172043,0.882352941,51.0,0.10530138,0.703703704,100,4,0.037037037,1634.0,4477.0,14.51851852,0.888888889,1.2,10,0.1,0.068990559,0.0,1,17.18518519,6,25,1.526315789,4,30,30,28,0.0,0.0,100.0,28.82178218,0.1,0.333333333,29,30,2,0.144596651,7.53e-05,0.0,30,3.0,1.0,4.354108284,0.049917156,0,0.013071895,0.0,28,0.269684702,2.962962963,0.96875,30,0.144541134,4,0.037037037,8,0.0,0.02739726,0.037037037,25,30,0.033333333,0.0,0.0,0.0,0.0,30,0.0,8,29.0,1.0,9.130434783,9,0.297044263,30,14,30,0.0,45,30,0,0
0.0,11.0,0.220700152,4.582677165,464,0.189473684,1,99.8,8.375,100.0,0.035714286,0.524781294,28.82178218,23,0.920289855,0.993055556,0.0,1518.987539,30,99.96666667,0.266666667,30,30,0.477124183,0.186447222,28.74257426,29,0.0,2.38172043,0.882352941,51.0,0.10530138,0.703703704,100,4,0.037037037,1634.0,4477.0,14.51851852,0.888888889,1.2,10,0.1,0.068990559,0.0,1,17.18518519,6,25,1.526315789,2,30,30,28,0.0,0.0,100.0,28.82178218,0.1,0.333333333,29,30,2,0.144596651,7.53e-05,0.0,30,3.0,1.0,4.354108284,0.049917156,0,0.013071895,0.0,28,0.269684702,2.962962963,0.96875,30,0.144541134,1,0.037037037,8,0.0,0.02739726,0.037037037,25,30,0.033333333,0.0,0.0,0.0,0.0,30,0.0,8,29.0,1.0,9.130434783,9,0.297044263,30,14,30,0.0,45,30,0,0
0.0,11.0,0.220700152,4.582677165,464,0.189473684,2,99.8,8.375,100.0,0.035714286,0.524781294,28.82178218,23,0.920289855,0.993055556,0.0,1518.987539,30,99.96666667,0.266666667,30,30,0.477124183,0.186447222,28.74257426,29,0.0,2.38172043,0.882352941,51.0,0.10530138,0.703703704,100,4,0.037037037,1634.0,4477.0,14.51851852,0.888888889,1.2,10,0.1,0.068990559,0.0,1,17.18518519,6,25,1.526315789,4,30,30,28,0.0,0.0,100.0,28.82178218,0.1,0.333333333,29,30,2,0.144596651,7.53e-05,0.0,30,3.0,1.0,4.354108284,0.049917156,0,0.013071895,0.0,28,0.269684702,2.962962963,0.96875,30,0.144541134,4,0.037037037,8,0.0,0.02739726,0.037037037,25,30,0.033333333,0.0,0.0,0.0,0.0,30,0.0,8,29.0,1.0,9.130434783,9,0.297044263,30,14,30,0.0,45,30,0,1
0.0,11.0,0.220700152,4.582677165,464,0.189473684,3,99.8,8.375,100.0,0.035714286,0.524781294,28.82178218,23,0.920289855,0.993055556,0.0,1518.987539,30,99.96666667,0.266666667,30,30,0.477124183,0.186447222,28.74257426,29,0.0,2.38172043,0.882352941,51.0,0.10530138,0.703703704,100,4,0.037037037,1634.0,4477.0,14.51851852,0.888888889,1.2,10,0.1,0.068990559,0.0,1,17.18518519,6,25,1.526315789,6,30,30,28,0.0,0.0,100.0,28.82178218,0.1,0.333333333,29,30,2,0.144596651,7.53e-05,0.0,30,3.0,1.0,4.354108284,0.049917156,0,0.013071895,0.0,28,0.269684702,2.962962963,0.96875,30,0.144541134,1,0.037037037,8,0.0,0.02739726,0.037037037,25,30,0.033333333,0.0,0.0,0.0,0.0,30,0.0,8,29.0,1.0,9.130434783,9,0.297044263,30,14,30,0.0,45,30,0,0
0.0,11.0,0.220700152,4.582677165,464,0.189473684,2,99.8,8.375,100.0,0.035714286,0.524781294,28.82178218,23,0.920289855,0.993055556,0.0,1518.987539,30,99.96666667,0.266666667,30,30,0.477124183,0.186447222,28.74257426,29,0.0,2.38172043,0.882352941,51.0,0.10530138,0.703703704,100,4,0.037037037,1634.0,4477.0,14.51851852,0.888888889,1.2,10,0.1,0.068990559,0.0,1,17.18518519,6,25,1.526315789,4,30,30,28,0.0,0.0,100.0,28.82178218,0.1,0.333333333,29,30,2,0.144596651,7.53e-05,0.0,30,3.0,1.0,4.354108284,0.049917156,0,0.013071895,0.0,28,0.269684702,2.962962963,0.96875,30,0.144541134,2,0.037037037,8,0.0,0.02739726,0.037037037,25,30,0.033333333,0.0,0.0,0.0,0.0,30,0.0,8,29.0,1.0,9.130434783,9,0.297044263,30,14,30,0.0,45,30,0,1
0.0,11.0,0.220700152,4.582677165,464,0.189473684,1,99.8,8.375,100.0,0.035714286,0.524781294,28.82178218,23,0.920289855,0.993055556,0.0,1518.987539,30,99.96666667,0.266666667,30,30,0.477124183,0.186447222,28.74257426,29,0.0,2.38172043,0.882352941,51.0,0.10530138,0.703703704,100,4,0.037037037,1634.0,4477.0,14.51851852,0.888888889,1.2,10,0.1,0.068990559,0.0,1,17.18518519,6,25,1.526315789,3,30,30,28,0.0,0.0,100.0,28.82178218,0.1,0.333333333,29,30,2,0.144596651,7.53e-05,0.0,30,3.0,1.0,4.354108284,0.049917156,0,0.013071895,0.0,28,0.269684702,2.962962963,0.96875,30,0.144541134,2,0.037037037,8,0.0,0.02739726,0.037037037,25,30,0.033333333,0.0,0.0,0.0,0.0,30,0.0,8,29.0,1.0,9.130434783,9,0.297044263,30,14,30,0.0,45,30,0,1
0.0,11.0,0.220700152,4.582677165,464,0.189473684,4,99.8,8.375,100.0,0.035714286,0.524781294,28.82178218,23,0.920289855,0.993055556,0.0,1518.987539,30,99.96666667,0.266666667,30,30,0.477124183,0.186447222,28.74257426,29,0.0,2.38172043,0.882352941,51.0,0.10530138,0.703703704,100,4,0.037037037,1634.0,4477.0,14.51851852,0.888888889,1.2,10,0.1,0.068990559,0.0,1,17.18518519,6,25,1.526315789,2,30,30,28,0.0,0.0,100.0,28.82178218,0.1,0.333333333,29,30,2,0.144596651,7.53e-05,0.0,30,3.0,1.0,4.354108284,0.049917156,0,0.013071895,0.0,28,0.269684702,2.962962963,0.96875,30,0.144541134,6,0.037037037,8,0.0,0.02739726,0.037037037,25,30,0.033333333,0.0,0.0,0.0,0.0,30,0.0,8,29.0,1.0,9.130434783,9,0.297044263,30,14,30,0.0,45,30,0,1
0.0,0.0,0.132915361,4.099071207,746,0.0,4,84.92424242,11.20422535,84.93939394,0.020408163,0.329240971,64.86046512,29,0.808259587,0.958333333,0.161332893,2383.069903,57,84.87878788,0.192982456,66,53,0.526228967,0.333333333,64.73255814,57,83.63636364,2.216080402,0.606091527,52.95833333,0.069943913,0.958333333,86,3,0.041666667,3145.782609,10214.0,12.5,0.333333333,0.877192982,10,0.136363636,0.021774992,0.569321534,1,13.9375,2,118,3.212121212,10,57,57,32,0.0,0.0,0.0,64.84883721,0.105263158,0.245614035,66,57,2,0.04137931,0.0,0.0,66,2.333333333,1.0,4.577846152,0.05360382,6,0.0,0.0,57,0.284983337,2.958333333,0.916666667,57,0.167139076,2,0.083333333,28,65.0,0.0,0.0,130,1,0.035087719,0.0,100.0,0.0,0.0,57,0.0,6,0.0,1.0,10.24188791,18,0.188982237,57,29,57,0.0,52,57,0,1
0.0,0.0,0.132915361,4.099071207,746,0.0,1,84.92424242,11.20422535,84.93939394,0.020408163,0.329240971,64.86046512,29,0.808259587,0.958333333,0.161332893,2383.069903,57,84.87878788,0.192982456,66,53,0.526228967,0.333333333,64.73255814,57,83.63636364,2.216080402,0.606091527,52.95833333,0.069943913,0.958333333,86,3,0.041666667,3145.782609,10214.0,12.5,0.333333333,0.877192982,10,0.136363636,0.021774992,0.569321534,1,13.9375,2,118,3.212121212,5,57,57,32,0.0,0.0,0.0,64.84883721,0.105263158,0.245614035,66,57,2,0.04137931,0.0,0.0,66,2.333333333,1.0,4.577846152,0.05360382,6,0.0,0.0,57,0.284983337,2.958333333,0.916666667,57,0.167139076,5,0.083333333,28,65.0,0.0,0.0,130,1,0.035087719,0.0,100.0,0.0,0.0,57,0.0,6,0.0,1.0,10.24188791,18,0.188982237,57,29,57,0.0,52,57,0,1
0.0,0.0,0.132915361,4.099071207,746,0.0,1,84.92424242,11.20422535,84.93939394,0.020408163,0.329240971,64.86046512,29,0.808259587,0.958333333,0.161332893,2383.069903,57,84.87878788,0.192982456,66,53,0.526228967,0.333333333,64.73255814,57,83.63636364,2.216080402,0.606091527,52.95833333,0.069943913,0.958333333,86,3,0.041666667,3145.782609,10214.0,12.5,0.333333333,0.877192982,10,0.136363636,0.021774992,0.569321534,1,13.9375,2,118,3.212121212,4,57,57,32,0.0,0.0,0.0,64.84883721,0.105263158,0.245614035,66,57,2,0.04137931,0.0,0.0,66,2.333333333,1.0,4.577846152,0.05360382,6,0.0,0.0,57,0.284983337,2.958333333,0.916666667,57,0.167139076,4,0.083333333,28,65.0,0.0,0.0,130,1,0.035087719,0.0,100.0,0.0,0.0,57,0.0,6,0.0,1.0,10.24188791,18,0.188982237,57,29,57,0.0,52,57,0,0
0.0,0.0,0.132915361,4.099071207,746,0.0,1,84.92424242,11.20422535,84.93939394,0.020408163,0.329240971,64.86046512,29,0.808259587,0.958333333,0.161332893,2383.069903,57,84.87878788,0.192982456,66,53,0.526228967,0.333333333,64.73255814,57,83.63636364,2.216080402,0.606091527,52.95833333,0.069943913,0.958333333,86,3,0.041666667,3145.782609,10214.0,12.5,0.333333333,0.877192982,10,0.136363636,0.021774992,0.569321534,1,13.9375,2,118,3.212121212,2,57,57,32,0.0,0.0,0.0,64.84883721,0.105263158,0.245614035,66,57,2,0.04137931,0.0,0.0,66,2.333333333,1.0,4.577846152,0.05360382,6,0.0,0.0,57,0.284983337,2.958333333,0.916666667,57,0.167139076,1,0.083333333,28,65.0,0.0,0.0,130,1,0.035087719,0.0,100.0,0.0,0.0,57,0.0,6,0.0,1.0,10.24188791,18,0.188982237,57,29,57,0.0,52,57,0,0
0.0,0.0,0.132915361,4.099071207,746,0.0,2,84.92424242,11.20422535,84.93939394,0.020408163,0.329240971,64.86046512,29,0.808259587,0.958333333,0.161332893,2383.069903,57,84.87878788,0.192982456,66,53,0.526228967,0.333333333,64.73255814,57,83.63636364,2.216080402,0.606091527,52.95833333,0.069943913,0.958333333,86,3,0.041666667,3145.782609,10214.0,12.5,0.333333333,0.877192982,10,0.136363636,0.021774992,0.569321534,1,13.9375,2,118,3.212121212,4,57,57,32,0.0,0.0,0.0,64.84883721,0.105263158,0.245614035,66,57,2,0.04137931,0.0,0.0,66,2.333333333,1.0,4.577846152,0.05360382,6,0.0,0.0,57,0.284983337,2.958333333,0.916666667,57,0.167139076,4,0.083333333,28,65.0,0.0,0.0,130,1,0.035087719,0.0,100.0,0.0,0.0,57,0.0,6,0.0,1.0,10.24188791,18,0.188982237,57,29,57,0.0,52,57,0,0
0.0,0.0,0.132915361,4.099071207,746,0.0,3,84.92424242,11.20422535,84.93939394,0.020408163,0.329240971,64.86046512,29,0.808259587,0.958333333,0.161332893,2383.069903,57,84.87878788,0.192982456,66,53,0.526228967,0.333333333,64.73255814,57,83.63636364,2.216080402,0.606091527,52.95833333,0.069943913,0.958333333,86,3,0.041666667,3145.782609,10214.0,12.5,0.333333333,0.877192982,10,0.136363636,0.021774992,0.569321534,1,13.9375,2,118,3.212121212,6,57,57,32,0.0,0.0,0.0,64.84883721,0.105263158,0.245614035,66,57,2,0.04137931,0.0,0.0,66,2.333333333,1.0,4.577846152,0.05360382,6,0.0,0.0,57,0.284983337,2.958333333,0.916666667,57,0.167139076,1,0.083333333,28,65.0,0.0,0.0,130,1,0.035087719,0.0,100.0,0.0,0.0,57,0.0,6,0.0,1.0,10.24188791,18,0.188982237,57,29,57,0.0,52,57,0,0
0.0,0.0,0.132915361,4.099071207,746,0.0,2,84.92424242,11.20422535,84.93939394,0.020408163,0.329240971,64.86046512,29,0.808259587,0.958333333,0.161332893,2383.069903,57,84.87878788,0.192982456,66,53,0.526228967,0.333333333,64.73255814,57,83.63636364,2.216080402,0.606091527,52.95833333,0.069943913,0.958333333,86,3,0.041666667,3145.782609,10214.0,12.5,0.333333333,0.877192982,10,0.136363636,0.021774992,0.569321534,1,13.9375,2,118,3.212121212,4,57,57,32,0.0,0.0,0.0,64.84883721,0.105263158,0.245614035,66,57,2,0.04137931,0.0,0.0,66,2.333333333,1.0,4.577846152,0.05360382,6,0.0,0.0,57,0.284983337,2.958333333,0.916666667,57,0.167139076,2,0.083333333,28,65.0,0.0,0.0,130,1,0.035087719,0.0,100.0,0.0,0.0,57,0.0,6,0.0,1.0,10.24188791,18,0.188982237,57,29,57,0.0,52,57,0,1
