dataset_id,snippet_id,person_id,developer_position,PE gen,PE spec (java),time_to_give_output,correct_output_rating,output_difficulty,brain_deact_31ant,brain_deact_31post,brain_deact_32,time_to_understand,readability_level,binary_understandability,correct_verif_questions,gap_accuracy,readability_level_ba,readability_level_before,time_to_read_complete,perc_correct_output,complexity_level,brain_deact_31,warnings_checker_framework,warnings_typestate_checker,warnings_infer,warnings_openjml,warning_sum,method_name,file,#parameters,#assignments,#commas,#periods,#spaces,#literals,#statements,Volume,Entropy,#identifiers,CR,#conditionals (avg),#loops (avg),#assignments (avg),#comparisons (avg),#comments (avg),#operators (avg),Identifiers Length (avg),#keywords (avg),#commas (avg),#parenthesis (avg),#periods (avg),#spaces (avg),Line length (avg),Indentation length (avg),#blank lines (avg),#numbers (avg),#identifiers (avg),#nested blocks (avg),MIDQ (avg),CIC (avg),CICSyn (avg),#numbers (max),Identifiers length (max),Indentation length (max),Line length (max),#keywords (max),#identifiers (max),#words (max),MIDQ (max),CIC (max),CICSyn (max),#identifiers (min),MIDQ (min),Cyclomatic complexity,NMI (avg),NMI (max),ITID (avg),ITID (min),NM (avg),NM (max),LOC,#assignments (dft),#characters (max),#commas (dft),#comments (dft),Comments (Visual X),Comments (Visual Y),#comparisons (dft),#conditionals (dft),#identifiers (dft),Identifiers (Visual X),Identifiers (Visual Y),#keywords (dft),Literals (Visual X),Literals (Visual Y),#loops (dft),#numbers (dft),Numbers (Visual X),Numbers (Visual Y),Operators (Visual X),Operators (Visual Y),#operators (dft),#parenthesis (dft),#periods (dft),#spaces (dft),Strings (Visual X),Strings (Visual Y),Indentation length (dft),Line length (dft),#aligned blocks,Extent of aligned blocks,TC (avg),TC (min),TC (max),Readability,Keywords (Visual X),Keywords (Visual Y),PBU,ABU,ABU50,BD,BD50,AU
6,5-Antlr4Master,17,3.0,5.0,5.0,,,,,,,56.0,,1.0,0.666666667,,,,,,,,0,1,1,0,2,testToStringStartStop2,ds_6_snip_5$Antlr4Master_testToStringStartStop2.java,0,21,17,21,225,34,69,905.8641607933502,3.57815487082872,102,201.76,0.0,0.0,0.4772727272727273,0.0,0.0909090909090909,0.1590909090909091,8.049019607843137,0.1363636363636363,0.3863636363636363,1.5454545454545454,0.4772727272727273,5.113636363636363,29.727272727272727,3.090909090909091,0.1818181818181818,0.3409090909090909,2.3181818181818183,0.0,0.0,0.0029894348076166,0.0027489177489177,2,22,4.0,87.0,3,6,23,0.0,0.0476190476190476,0.0476190476190476,1,100.0,1,5.51063829787234,16.0,0.731904761904762,0.25,5.05047619047619,17,47,53,178,53,59,85.0,57.91860465,1,1,28,84.94915254,57.73255814,53,0,0.0,1,53,84.98305085,57.96511628,84.88135593,57.87209302,53,53,50,53,85.0,57.98837209,53,32,55,70,,,,0.557709336,84.93220339,57.72093023,1,0,1,1,0,2
6,5-MyExpenses,17,3.0,5.0,5.0,,,,,,,256.0,,1.0,0.666666667,,,,,,,,0,0,0,5,5,updateOrClearHeader,ds_6_snip_5$MyExpenses_updateOrClearHeader.java,1,7,0,9,188,10,34,401.90956445877686,3.811909604795999,45,114.115,0.16,0.0,0.28,0.36,0.12,0.08,13.6,0.68,0.0,1.44,0.36,7.52,40.4,4.48,0.12,0.36,1.8,0.16,0.0,0.004095238095238,0.0038429858429858,1,35,12.0,154.0,2,4,17,0.0,0.0357142857142857,0.0357142857142857,1,100.0,9,0.2142857142857142,6.0,0.0138888888888888,0.0,0.1805555555555555,13,28,31,375,1,34,98.0,33.0,31,31,29,97.97058824,32.72727273,31,0,0.0,1,31,97.76470588,32.80808081,97.85294118,32.78787879,31,31,31,31,0.0,0.0,31,33,50,52,,,,0.323853523,98.0,32.64646465,1,0,1,1,0,2
6,2-Antlr4Master,18,1.0,4.0,4.0,,,,,,,223.0,,1.0,0.666666667,,,,,,,,10,26,0,1,37,process,ds_6_snip_2$Antlr4Master_process.java,0,24,8,38,530,12,74,1136.3460944393892,2.9890053707081097,145,35.60500000000002,0.0909090909090909,0.0181818181818181,0.4363636363636363,0.0545454545454545,0.0363636363636363,0.0727272727272727,8.579310344827586,0.4545454545454545,0.1454545454545454,1.6,0.6909090909090909,9.636363636363637,39.654545454545456,7.2,0.0545454545454545,0.0363636363636363,2.636363636363636,0.2545454545454545,0.0,0.0342284186401833,0.0321870227625315,1,22,16.0,97.0,3,8,20,0.0,0.2352941176470588,0.217391304347826,2,100.0,10,5.051724137931035,19.0,0.3430555555555555,0.0,2.2555555555555555,37,58,61,201,61,63,97.0,61.87755102,61,61,61,96.93650794,61.66326531,59,0,0.0,61,61,97.0,62.0,96.80952381,61.7244898,61,61,61,61,97.0,61.87755102,60,61,50,53,,,,0.096733242,96.9047619,61.66326531,1,0,1,1,0,2
6,1-HibernateORM,19,1.0,9.0,7.0,,,,,,,91.0,,1.0,0.666666667,,,,,,,,5,11,0,5,21,getOverriddenColumn,ds_6_snip_1$HibernateORM_getOverriddenColumn.java,1,2,1,2,65,5,40,99.91187238980947,2.839778027988233,17,34.59000000000003,0.2,0.0,0.2,0.2,3.3,0.0,10.470588235294118,0.4,0.1,1.4,0.2,6.5,32.0,4.4,0.1,0.0,1.7,0.2,0.0,0.0774311610749212,0.0781797331720471,0,24,12.0,76.0,1,4,16,0.0,0.2051282051282051,0.2096774193548387,1,100.0,4,3.4615384615384617,14.0,0.6944444444444445,0.5,5.263888888888888,17,13,15,243,15,52,98.90384615,50.96,15,15,15,99.0,50.68,15,0,0.0,1,15,0.0,0.0,98.78846154,50.71,1,15,15,15,98.92307692,50.82,15,36,54,107,,,,0.86730361,99.0,50.93,1,0,1,1,0,2
6,3-Pom,20,2.0,5.0,3.0,,,,,,,,,0.0,0.0,,,,,,,,1,11,0,25,37,get,ds_6_snip_3$Pom_get.java,0,6,7,32,618,7,36,644.3779094640329,1.957476366079285,94,205.82,0.0227272727272727,0.0227272727272727,0.1363636363636363,0.0227272727272727,0.0227272727272727,0.0454545454545454,6.170212765957447,0.7954545454545454,0.1590909090909091,1.1363636363636365,0.7272727272727273,14.045454545454543,29.11111111111111,12.0,0.2272727272727272,0.0454545454545454,2.136363636363636,0.0454545454545454,0.0,0.0,0.0,1,29,20.0,101.0,3,12,27,0.0,0.0,0.0,1,100.0,15,4.872340425531915,29.0,0.4516754850088183,0.0,4.151675485008819,37,47,57,520,57,58,105.0,56.46226415,57,57,57,104.9655172,56.77358491,57,105,57.0,57,57,102.7241379,56.80188679,104.9482759,56.71698113,57,57,57,45,105.0,57.0,55,57,26,28,,,,0.833422417,105.0,56.63207547,0,0,0,0,0,0
6,4-Pom,20,2.0,5.0,3.0,,,,,,,,,0.0,0.0,,,,,,,,3,14,0,5,22,limit,ds_6_snip_4$Pom_limit.java,2,6,2,3,449,7,30,263.53904536672565,2.000476095827325,44,114.115,0.0909090909090909,0.0,0.1818181818181818,0.0606060606060606,0.0303030303030303,0.0,4.795454545454546,0.8181818181818182,0.0606060606060606,0.9090909090909092,0.0909090909090909,13.606060606060606,23.2,11.515151515151516,0.0909090909090909,0.0303030303030303,1.3333333333333333,0.1212121212121212,1.7290151515151515,0.0167293796029428,0.0164937136185383,1,29,24.0,114.0,5,10,27,57.057500000000005,0.2068965517241379,0.0967741935483871,1,57.057500000000005,10,4.472222222222222,29.0,0.8565217391304347,0.0,7.342753623188406,30,36,40,638,39,45,117.9333333,43.86554622,40,40,40,117.9333333,43.75630252,40,0,0.0,1,40,118.0,44.0,117.8444444,43.59663866,40,40,40,40,0.0,0.0,40,44,23,35,,,,0.902396858,117.9111111,43.75630252,0,0,0,0,0,0
6,1-OpenCMSCore,21,2.0,5.0,4.0,,,,,,,77.0,,1.0,0.666666667,,,,,,,,0,0,1,25,26,createContextMenu,ds_6_snip_1$OpenCMSCore_createContextMenu.java,1,1,6,27,153,0,54,679.4319952701238,3.0899430637308805,125,-1062.165,0.0,0.0,0.0263157894736842,0.0,0.0263157894736842,0.0,10.304,0.1842105263157894,0.1578947368421052,3.1052631578947367,0.7105263157894737,4.026315789473684,45.55263157894737,2.8421052631578947,0.0789473684210526,0.0,3.289473684210526,0.0,0.0,0.119298245614035,0.0656178489702517,0,32,4.0,278.0,5,5,18,0.0,0.3333333333333333,0.25,1,100.0,1,8.048780487804878,16.0,0.4135135135135135,0.0,2.881081081081081,7,41,45,447,1,47,0.0,45.78616352,45,1,45,157.9787234,45.96855346,1,0,0.0,1,45,0.0,0.0,157.5319149,45.90566038,1,45,45,45,0.0,0.0,45,25,103,482,,,,0.208749458,157.8510638,45.91194969,1,0,1,1,0,2
6,1-Pom,21,2.0,5.0,4.0,,,,,,,146.0,,1.0,0.333333333,,,,,,,,3,25,0,1,29,HealthReport,ds_6_snip_1$Pom_HealthReport.java,3,13,0,0,0,10,40,343.6453580433296,-0.0,42,102.95000000000002,0.2903225806451613,0.0,0.4193548387096774,0.2903225806451613,0.032258064516129,0.0,10.38095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2580645161290322,1.3548387096774193,0.2580645161290322,0.0,0.0112285161126596,0.0097788980551682,1,25,0.0,0.0,0,6,1,0.0,0.0675675675675675,0.0595238095238095,1,100.0,10,3.294117647058824,21.0,0.4583333333333333,0.0,7.201388888888889,18,34,35,738,35,49,113.5510204,48.0,35,35,34,115.9591837,47.91452991,34,0,0.0,1,35,114.5306122,47.8034188,115.6530612,47.90598291,1,35,24,35,0.0,0.0,35,48,35,52,,,,0.528462231,115.7755102,47.60683761,1,0,0,1,1,1
6,2-OpenCMSCore,21,2.0,5.0,4.0,,,,,,,65.0,,1.0,0.666666667,,,,,,,,0,3,0,4,7,seekFile,ds_6_snip_2$OpenCMSCore_seekFile.java,2,1,1,9,239,1,17,154.28722505336555,1.7116656656207403,33,36.62000000000003,0.0454545454545454,0.0,0.0454545454545454,0.0,0.1818181818181818,0.0909090909090909,6.757575757575758,0.5909090909090909,0.0454545454545454,1.0,0.4090909090909091,10.863636363636363,28.227272727272727,9.636363636363637,0.3181818181818182,0.0,1.5,0.1363636363636363,0.0,0.0492694805194805,0.0446858288770053,0,12,16.0,60.0,4,5,22,0.0,0.2857142857142857,0.2352941176470588,1,100.0,6,2.4,12.0,0.3,0.0,2.17948717948718,14,25,33,411,33,38,75.94736842,36.88311688,1,1,30,75.97368421,36.51948052,33,0,0.0,1,33,0.0,0.0,76.0,36.48051948,33,33,33,33,0.0,0.0,33,33,5,6,,,,0.961644053,75.89473684,36.71428571,1,0,1,1,0,2
6,2-Pom,21,2.0,5.0,4.0,,,,,,,,,0.0,0.0,,,,,,,,0,28,1,2,31,,ds_6_snip_2$Pom__getRuns.java,0,6,1,6,373,5,41,244.4228653433368,1.6918032228693594,36,117.16000000000004,0.2,0.0,0.2,0.1333333333333333,0.1333333333333333,0.0,8.777777777777779,0.4333333333333333,0.0333333333333333,1.1333333333333333,0.2,12.433333333333334,29.433333333333334,10.933333333333334,0.0,0.0,1.2,0.3,0.0,0.0,0.0,0,19,20.0,55.0,1,4,24,0.0,0.0,0.0,1,100.0,8,2.515151515151515,15.0,0.3,0.0,9.775,57,33,33,572,33,37,60.94594595,35.96774194,33,33,32,60.89189189,35.82258065,33,0,0.0,1,33,0.0,0.0,60.91891892,35.83870968,1,33,33,33,0.0,0.0,33,1,43,58,,,,0.780552506,60.72972973,35.77419355,0,0,0,0,0,0
6,3-OpenCMSCore,21,2.0,5.0,4.0,,,,,,,87.0,,1.0,1.0,,,,,,,,2,5,0,6,13,execute,ds_6_snip_3$OpenCMSCore_execute.java,1,7,3,24,669,9,63,647.0907354298025,1.6601821635114804,89,114.115,0.1276595744680851,0.0425531914893617,0.1489361702127659,0.0851063829787234,0.1914893617021276,0.0,7.191011235955056,0.425531914893617,0.0638297872340425,1.574468085106383,0.5106382978723404,14.23404255319149,34.02127659574468,12.680851063829786,0.0851063829787234,0.0851063829787234,1.893617021276596,0.2978723404255319,0.0,0.023675115606423,0.0231101158189052,1,16,20.0,85.0,2,8,22,0.0,0.1066666666666666,0.1038961038961039,1,100.0,12,5.32,34.0,0.4192118226600985,0.0,6.3672003284072245,37,50,54,1175,55,73,102.9863014,71.99038462,55,55,55,102.9863014,71.76923077,55,103,71.30769231,55,55,103.0,71.91346154,102.9589041,71.70192308,55,55,55,55,103.0,72.0,55,70,37,57,,,,0.547153831,102.8082192,71.64423077,1,1,1,0,0,3
6,4-OpenCMSCore,21,2.0,5.0,4.0,,,,,,,122.0,,1.0,0.666666667,,,,,,,,0,0,0,7,7,generateContent,ds_6_snip_4$OpenCMSCore_generateContent.java,4,6,15,5,85,7,16,276.90491672227165,4.552328528003592,39,100.92000000000002,0.0,0.0,0.24,0.0,0.12,0.2,12.435897435897436,0.44,0.6,0.64,0.2,3.4,27.84,1.28,0.24,0.08,1.56,0.0,0.0,0.013538909898345,0.0130276736066209,1,21,4.0,167.0,6,7,15,0.0,0.1,0.0909090909090909,1,100.0,1,1.7857142857142858,14.0,0.1675324675324675,0.0,0.6779220779220779,17,28,35,423,35,48,118.0,47.0,1,1,33,117.9583333,46.89915966,35,0,0.0,1,35,117.9583333,46.16806723,117.8125,46.86554622,35,35,35,35,117.9583333,46.91596639,35,42,23,45,,,,0.737786472,117.9791667,46.8907563,1,0,1,1,0,2
6,4-Pom,21,2.0,5.0,4.0,,,,,,,113.0,,1.0,0.0,,,,,,,,3,14,0,5,22,limit,ds_6_snip_4$Pom_limit.java,2,6,2,3,449,7,30,263.53904536672565,2.000476095827325,44,114.115,0.0909090909090909,0.0,0.1818181818181818,0.0606060606060606,0.0303030303030303,0.0,4.795454545454546,0.8181818181818182,0.0606060606060606,0.9090909090909092,0.0909090909090909,13.606060606060606,23.2,11.515151515151516,0.0909090909090909,0.0303030303030303,1.3333333333333333,0.1212121212121212,1.7290151515151515,0.0167293796029428,0.0164937136185383,1,29,24.0,114.0,5,10,27,57.057500000000005,0.2068965517241379,0.0967741935483871,1,57.057500000000005,10,4.472222222222222,29.0,0.8565217391304347,0.0,7.342753623188406,30,36,40,638,39,45,117.9333333,43.86554622,40,40,40,117.9333333,43.75630252,40,0,0.0,1,40,118.0,44.0,117.8444444,43.59663866,40,40,40,40,0.0,0.0,40,44,23,35,,,,0.902396858,117.9111111,43.75630252,1,0,0,1,1,0
6,5-Pom,21,2.0,5.0,4.0,,,,,,,452.0,,1.0,0.666666667,,,,,,,,0,2,0,0,2,loadClass,ds_6_snip_5$Pom_loadClass.java,2,5,5,4,305,11,41,371.3347377331463,2.4743356638480143,52,107.01000000000002,0.1212121212121212,0.0,0.1515151515151515,0.0303030303030303,0.1212121212121212,0.303030303030303,8.807692307692308,0.4848484848484848,0.1515151515151515,1.0909090909090908,0.1212121212121212,9.242424242424242,29.12121212121212,7.151515151515151,0.0303030303030303,0.0,1.5757575757575757,0.2727272727272727,0.0,0.0066656159964941,0.0082861334351602,0,22,16.0,105.0,4,5,20,0.0,0.0421052631578947,0.0701754385964912,1,100.0,8,2.1944444444444446,15.0,0.2108695652173912,0.0,2.1630434782608696,17,36,38,803,38,60,91.96666667,59.0,38,37,38,91.96666667,58.75268817,38,0,0.0,1,38,0.0,0.0,91.85,58.69892473,38,38,38,38,91.96666667,58.94623656,38,57,52,73,,,,0.826187551,91.9,58.90322581,1,0,1,1,0,2
6,1-OpenCMSCore,22,1.0,2.0,1.0,,,,,,,20.0,,1.0,1.0,,,,,,,,0,0,1,25,26,createContextMenu,ds_6_snip_1$OpenCMSCore_createContextMenu.java,1,1,6,27,153,0,54,679.4319952701238,3.0899430637308805,125,-1062.165,0.0,0.0,0.0263157894736842,0.0,0.0263157894736842,0.0,10.304,0.1842105263157894,0.1578947368421052,3.1052631578947367,0.7105263157894737,4.026315789473684,45.55263157894737,2.8421052631578947,0.0789473684210526,0.0,3.289473684210526,0.0,0.0,0.119298245614035,0.0656178489702517,0,32,4.0,278.0,5,5,18,0.0,0.3333333333333333,0.25,1,100.0,1,8.048780487804878,16.0,0.4135135135135135,0.0,2.881081081081081,7,41,45,447,1,47,0.0,45.78616352,45,1,45,157.9787234,45.96855346,1,0,0.0,1,45,0.0,0.0,157.5319149,45.90566038,1,45,45,45,0.0,0.0,45,25,103,482,,,,0.208749458,157.8510638,45.91194969,1,1,1,0,0,3
6,1-Pom,22,1.0,2.0,1.0,,,,,,,17.0,,1.0,0.333333333,,,,,,,,3,25,0,1,29,HealthReport,ds_6_snip_1$Pom_HealthReport.java,3,13,0,0,0,10,40,343.6453580433296,-0.0,42,102.95000000000002,0.2903225806451613,0.0,0.4193548387096774,0.2903225806451613,0.032258064516129,0.0,10.38095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2580645161290322,1.3548387096774193,0.2580645161290322,0.0,0.0112285161126596,0.0097788980551682,1,25,0.0,0.0,0,6,1,0.0,0.0675675675675675,0.0595238095238095,1,100.0,10,3.294117647058824,21.0,0.4583333333333333,0.0,7.201388888888889,18,34,35,738,35,49,113.5510204,48.0,35,35,34,115.9591837,47.91452991,34,0,0.0,1,35,114.5306122,47.8034188,115.6530612,47.90598291,1,35,24,35,0.0,0.0,35,48,35,52,,,,0.528462231,115.7755102,47.60683761,1,0,0,1,1,1
6,2-OpenCMSCore,22,1.0,2.0,1.0,,,,,,,17.0,,1.0,0.666666667,,,,,,,,0,3,0,4,7,seekFile,ds_6_snip_2$OpenCMSCore_seekFile.java,2,1,1,9,239,1,17,154.28722505336555,1.7116656656207403,33,36.62000000000003,0.0454545454545454,0.0,0.0454545454545454,0.0,0.1818181818181818,0.0909090909090909,6.757575757575758,0.5909090909090909,0.0454545454545454,1.0,0.4090909090909091,10.863636363636363,28.227272727272727,9.636363636363637,0.3181818181818182,0.0,1.5,0.1363636363636363,0.0,0.0492694805194805,0.0446858288770053,0,12,16.0,60.0,4,5,22,0.0,0.2857142857142857,0.2352941176470588,1,100.0,6,2.4,12.0,0.3,0.0,2.17948717948718,14,25,33,411,33,38,75.94736842,36.88311688,1,1,30,75.97368421,36.51948052,33,0,0.0,1,33,0.0,0.0,76.0,36.48051948,33,33,33,33,0.0,0.0,33,33,5,6,,,,0.961644053,75.89473684,36.71428571,1,0,1,1,0,2
6,2-Phoenix,22,1.0,2.0,1.0,,,,,,,,,0.0,0.0,,,,,,,,4,4,1,5,14,evaluate,ds_6_snip_2$Phoenix_evaluate.java,2,6,7,17,150,8,34,344.91665065405766,3.4405065766671,54,33.57500000000002,0.1666666666666666,0.0,0.25,0.0833333333333333,0.1666666666666666,0.0416666666666666,9.666666666666666,0.625,0.2916666666666667,2.0,0.7083333333333334,6.25,37.16666666666666,4.166666666666667,0.125,0.125,2.25,0.1666666666666666,0.0,0.0102369450195537,0.0086224916387959,1,22,8.0,115.0,2,8,10,0.0,0.1111111111111111,0.0833333333333333,2,100.0,5,2.4814814814814814,20.0,0.2615384615384615,0.0,2.162179487179487,45,27,30,323,28,34,119.0,32.69166667,30,30,28,118.9705882,32.66666667,27,0,0.0,1,30,119.0,32.5,118.9117647,32.65,30,27,30,18,0.0,0.0,1,29,24,24,,,,0.375000715,119.0,32.8,0,0,0,0,0,0
6,2-Pom,22,1.0,2.0,1.0,,,,,,,23.0,,1.0,0.333333333,,,,,,,,0,28,1,2,31,,ds_6_snip_2$Pom__getRuns.java,0,6,1,6,373,5,41,244.4228653433368,1.6918032228693594,36,117.16000000000004,0.2,0.0,0.2,0.1333333333333333,0.1333333333333333,0.0,8.777777777777779,0.4333333333333333,0.0333333333333333,1.1333333333333333,0.2,12.433333333333334,29.433333333333334,10.933333333333334,0.0,0.0,1.2,0.3,0.0,0.0,0.0,0,19,20.0,55.0,1,4,24,0.0,0.0,0.0,1,100.0,8,2.515151515151515,15.0,0.3,0.0,9.775,57,33,33,572,33,37,60.94594595,35.96774194,33,33,32,60.89189189,35.82258065,33,0,0.0,1,33,0.0,0.0,60.91891892,35.83870968,1,33,33,33,0.0,0.0,33,1,43,58,,,,0.780552506,60.72972973,35.77419355,1,0,0,1,1,1
6,4-OpenCMSCore,22,1.0,2.0,1.0,,,,,,,,,0.0,0.0,,,,,,,,0,0,0,7,7,generateContent,ds_6_snip_4$OpenCMSCore_generateContent.java,4,6,15,5,85,7,16,276.90491672227165,4.552328528003592,39,100.92000000000002,0.0,0.0,0.24,0.0,0.12,0.2,12.435897435897436,0.44,0.6,0.64,0.2,3.4,27.84,1.28,0.24,0.08,1.56,0.0,0.0,0.013538909898345,0.0130276736066209,1,21,4.0,167.0,6,7,15,0.0,0.1,0.0909090909090909,1,100.0,1,1.7857142857142858,14.0,0.1675324675324675,0.0,0.6779220779220779,17,28,35,423,35,48,118.0,47.0,1,1,33,117.9583333,46.89915966,35,0,0.0,1,35,117.9583333,46.16806723,117.8125,46.86554622,35,35,35,35,117.9583333,46.91596639,35,42,23,45,,,,0.737786472,117.9791667,46.8907563,0,0,0,0,0,0
6,5-Phoenix,22,1.0,2.0,1.0,,,,,,,23.0,,1.0,1.0,,,,,,,,1,10,0,1,12,parseOptions,ds_6_snip_5$Phoenix_parseOptions.java,1,4,3,13,159,8,30,340.0,3.296541397548802,50,109.04000000000002,0.1538461538461538,0.0,0.1538461538461538,0.0,0.0384615384615384,0.2307692307692307,9.42,0.5769230769230769,0.1153846153846153,2.0,0.5,6.115384615384615,31.23076923076923,4.153846153846154,0.2692307692307692,0.0384615384615384,1.9230769230769231,0.2307692307692307,6.34846153846154,0.0136477652782,0.0159751359751359,1,21,8.0,79.0,2,5,15,55.02000000000001,0.0833333333333333,0.0833333333333333,1,55.02000000000001,9,2.689655172413793,18.0,0.1970588235294117,0.0,0.7990196078431373,17,29,37,385,37,43,93.58139535,41.97938144,1,37,34,95.93023256,41.77319588,34,0,0.0,1,37,96.0,42.0,95.93023256,41.7628866,37,37,37,37,95.97674419,41.79381443,37,36,31,37,,,,0.704917789,95.90697674,41.75257732,1,0,1,1,0,2
6,5-Pom,22,1.0,2.0,1.0,,,,,,,64.0,,1.0,0.0,,,,,,,,0,2,0,0,2,loadClass,ds_6_snip_5$Pom_loadClass.java,2,5,5,4,305,11,41,371.3347377331463,2.4743356638480143,52,107.01000000000002,0.1212121212121212,0.0,0.1515151515151515,0.0303030303030303,0.1212121212121212,0.303030303030303,8.807692307692308,0.4848484848484848,0.1515151515151515,1.0909090909090908,0.1212121212121212,9.242424242424242,29.12121212121212,7.151515151515151,0.0303030303030303,0.0,1.5757575757575757,0.2727272727272727,0.0,0.0066656159964941,0.0082861334351602,0,22,16.0,105.0,4,5,20,0.0,0.0421052631578947,0.0701754385964912,1,100.0,8,2.1944444444444446,15.0,0.2108695652173912,0.0,2.1630434782608696,17,36,38,803,38,60,91.96666667,59.0,38,37,38,91.96666667,58.75268817,38,0,0.0,1,38,0.0,0.0,91.85,58.69892473,38,38,38,38,91.96666667,58.94623656,38,57,52,73,,,,0.826187551,91.9,58.90322581,1,0,0,1,1,0
6,1-CarReport,23,1.0,2.0,1.0,,,,,,,,,0.0,0.0,,,,,,,,1,14,1,6,22,save,ds_6_snip_1$CarReport_save.java,0,4,1,21,259,3,34,354.2428288627686,2.332275645435662,60,0.0,0.0666666666666666,0.0,0.1333333333333333,0.0333333333333333,0.0,0.0,9.933333333333334,0.5666666666666667,0.0333333333333333,2.1333333333333333,0.7,8.633333333333333,34.5625,7.2,0.1333333333333333,0.0,2.0,0.1333333333333333,0.0,0.0,0.0,0,31,12.0,84.0,2,6,17,0.0,0.0,0.0,1,100.0,5,3.606060606060606,14.0,0.3212962962962963,0.0,3.175,17,33,36,383,37,37,0.0,0.0,37,37,36,87.94594595,35.78651685,37,0,0.0,1,37,0.0,0.0,87.91891892,35.82022472,1,37,37,36,0.0,0.0,36,36,59,63,,,,0.616645609,87.94594595,35.82022472,0,0,0,0,0,0
6,1-CheckEstimator,23,1.0,2.0,1.0,,,,,,,84.0,,1.0,0.666666667,,,,,,,,0,13,0,0,13,printAttributeSummary,ds_6_snip_1$CheckEstimator_printAttributeSummary.java,2,16,1,14,453,20,54,523.1868677283866,2.1205363067404748,57,112.085,0.2040816326530612,0.0,0.3265306122448979,0.0816326530612244,0.0204081632653061,0.1020408163265306,5.754385964912281,0.3469387755102041,0.0204081632653061,0.6530612244897959,0.2857142857142857,9.244897959183673,21.081632653061224,7.591836734693878,0.1836734693877551,0.0816326530612244,1.163265306122449,0.2040816326530612,0.0,0.0312333629103815,0.0305960701552409,1,21,12.0,74.0,3,4,17,0.0,0.0869565217391304,0.08,1,100.0,15,2.0,16.0,0.3181818181818182,0.0,2.242424242424242,17,52,55,558,62,67,71.1641791,65.93670886,62,62,46,77.92537313,65.86075949,62,0,0.0,1,62,78.0,66.0,77.70149254,65.92405063,62,62,61,61,77.97014925,65.79746835,61,67,38,45,,,,0.975625157,77.97014925,65.92405063,1,1,1,0,0,3
6,1-ClassifierPerformanceEvaluatorCustomizer,23,1.0,2.0,1.0,,,,,,,167.0,,1.0,1.0,,,,,,,,1,19,0,4,24,addButtons,ds_6_snip_1$ClassifierPerformanceEvaluatorCustomizer_addButtons.java,0,6,4,16,410,12,44,485.88941405871947,2.1129174875132137,66,0.0,0.1052631578947368,0.0263157894736842,0.1578947368421052,0.1052631578947368,0.0,0.0263157894736842,8.636363636363637,0.3947368421052631,0.1052631578947368,1.631578947368421,0.4210526315789473,10.789473684210526,31.625,9.157894736842104,0.131578947368421,0.131578947368421,1.736842105263158,0.131578947368421,0.0,0.0,0.0,2,28,20.0,104.0,2,6,23,0.0,0.0,0.0,1,100.0,8,2.8292682926829267,28.0,0.2466666666666666,0.0,1.6766666666666667,17,41,45,446,46,45,0.0,0.0,46,46,46,77.93478261,44.82278481,46,0,0.0,46,46,77.54347826,44.69620253,77.93478261,44.74683544,46,46,46,46,77.93478261,44.69620253,46,46,39,53,,,,0.431357617,77.93478261,44.72151899,1,0,1,1,0,2
6,1-EstimatorUtils,23,1.0,2.0,1.0,,,,,,,136.0,,1.0,0.666666667,,,,,,,,0,4,1,1,6,getMinMax,ds_6_snip_1$EstimatorUtils_getMinMax.java,3,13,2,18,412,7,50,505.3280236594613,2.279576571835267,76,99.905,0.1621621621621621,0.027027027027027,0.3513513513513513,0.1081081081081081,0.054054054054054,0.0,7.671052631578948,0.5675675675675675,0.054054054054054,1.6216216216216215,0.4864864864864865,11.135135135135137,33.78378378378378,9.08108108108108,0.054054054054054,0.1081081081081081,2.054054054054054,0.2432432432432432,0.0,0.0353290431595951,0.0319228038634189,1,18,24.0,94.0,5,5,27,0.0,0.1219512195121951,0.108695652173913,1,100.0,12,6.4,27.0,0.4950617283950617,0.0,2.269135802469136,21,40,41,556,43,53,80.86792453,51.98780488,43,43,43,80.9245283,51.87804878,43,0,0.0,43,43,80.73584906,51.79268293,80.69811321,51.7195122,43,43,43,43,81.0,52.0,43,38,88,107,,,,0.49880141,80.9245283,51.95121951,0,0,0,0,0,0
6,1-GeneratorPropertyIteratorPanel,23,1.0,2.0,1.0,,,,,,,,,0.0,0.0,,,,,,,,3,2,1,13,19,actionPerformed,ds_6_snip_1$GeneratorPropertyIteratorPanel_actionPerformed.java,1,2,2,19,341,13,39,361.6563306582419,1.825800595313052,52,114.115,0.1612903225806451,0.032258064516129,0.064516129032258,0.1935483870967742,0.0967741935483871,0.0,9.98076923076923,0.3548387096774194,0.064516129032258,2.0,0.6129032258064516,11.0,35.16129032258065,9.548387096774194,0.064516129032258,0.0967741935483871,1.6774193548387095,0.2903225806451613,0.0,0.0289321151390116,0.0221412429094166,1,22,16.0,90.0,2,5,18,0.0,0.3333333333333333,0.1724137931034483,1,100.0,7,1.8529411764705883,21.0,0.2151515151515151,0.0,1.1787878787878787,37,34,37,427,37,43,72.93023256,42.0,37,37,37,73.0,41.89189189,37,0,0.0,37,37,72.93023256,41.87837838,72.93023256,41.86486486,37,37,37,37,73.0,41.43243243,37,40,40,53,,,,0.767235518,73.0,41.66216216,0,0,0,0,0,0
