dataset,snippet,metric,metric_value,#_of_warnings,tool,dataset_id,metric_type,expected_cor
6,44,time_to_understand,391.0,0,checker_framework,6,time,positive
6,45,time_to_understand,162.16666666666666,0,checker_framework,6,time,positive
6,46,time_to_understand,55.66666666666666,0,checker_framework,6,time,positive
6,47,time_to_understand,85.42857142857143,0,checker_framework,6,time,positive
6,48,time_to_understand,117.88888888888889,0,checker_framework,6,time,positive
6,49,time_to_understand,85.57142857142857,0,checker_framework,6,time,positive
6,50,time_to_understand,238.0,0,checker_framework,6,time,positive
63,1,adjusted_gaze_sig,0.9762631428571428,6,checker_framework,63,physiological,positive
63,2,adjusted_gaze_sig,0.8230961666666666,3,checker_framework,63,physiological,positive
63,3,adjusted_gaze_sig,0.5625836166666667,5,checker_framework,63,physiological,positive
63,4,adjusted_gaze_sig,0.89375,16,checker_framework,63,physiological,positive
63,5,adjusted_gaze_sig,2.6371384000000004,5,checker_framework,63,physiological,positive
63,6,adjusted_gaze_sig,0.743938,5,checker_framework,63,physiological,positive
63,7,adjusted_gaze_sig,0.22781025,2,checker_framework,63,physiological,positive
63,8,adjusted_gaze_sig,0.296709,4,checker_framework,63,physiological,positive
63,9,adjusted_gaze_sig,0.9081988,6,checker_framework,63,physiological,positive
63,10,adjusted_gaze_sig,1.328576,3,checker_framework,63,physiological,positive
63,11,adjusted_gaze_sig,1.2333020000000003,0,checker_framework,63,physiological,positive
63,12,adjusted_gaze_sig,0.62354116,3,checker_framework,63,physiological,positive
63,13,adjusted_gaze_sig,7.25147,0,checker_framework,63,physiological,positive
63,14,adjusted_gaze_sig,0.0,2,checker_framework,63,physiological,positive
63,15,adjusted_gaze_sig,0.6652165666666668,1,checker_framework,63,physiological,positive
63,16,adjusted_gaze_sig,0.5481481666666667,0,checker_framework,63,physiological,positive
63,17,adjusted_gaze_sig,1.0767303333333331,0,checker_framework,63,physiological,positive
63,18,adjusted_gaze_sig,1.75984745,0,checker_framework,63,physiological,positive
63,19,adjusted_gaze_sig,0.362847,0,checker_framework,63,physiological,positive
63,20,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,21,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,22,adjusted_gaze_sig,0.5865469125,0,checker_framework,63,physiological,positive
63,23,adjusted_gaze_sig,0.413850625,0,checker_framework,63,physiological,positive
63,24,adjusted_gaze_sig,0.9035215,0,checker_framework,63,physiological,positive
63,25,adjusted_gaze_sig,0.98207,0,checker_framework,63,physiological,positive
63,26,adjusted_gaze_sig,0.123751,0,checker_framework,63,physiological,positive
63,27,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,28,adjusted_gaze_sig,0.393362,0,checker_framework,63,physiological,positive
63,29,adjusted_gaze_sig,0.322672,0,checker_framework,63,physiological,positive
63,30,adjusted_gaze_sig,1.1762729,0,checker_framework,63,physiological,positive
63,31,adjusted_gaze_sig,0.56380175,0,checker_framework,63,physiological,positive
63,32,adjusted_gaze_sig,0.867282125,0,checker_framework,63,physiological,positive
63,33,adjusted_gaze_sig,1.227694,0,checker_framework,63,physiological,positive
63,34,adjusted_gaze_sig,1.1920696666666664,0,checker_framework,63,physiological,positive
63,35,adjusted_gaze_sig,0.5767354142857143,0,checker_framework,63,physiological,positive
63,36,adjusted_gaze_sig,0.6708358571428573,0,checker_framework,63,physiological,positive
63,37,adjusted_gaze_sig,0.7713289999999999,0,checker_framework,63,physiological,positive
63,38,adjusted_gaze_sig,1.1950006666666666,0,checker_framework,63,physiological,positive
63,39,adjusted_gaze_sig,1.5442762857142858,0,checker_framework,63,physiological,positive
63,40,adjusted_gaze_sig,1.0439151428571427,0,checker_framework,63,physiological,positive
63,41,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,42,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,43,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,44,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,45,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,46,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,47,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,48,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,49,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,50,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,51,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,52,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,53,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,54,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,55,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,56,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,57,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,58,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,59,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,60,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,61,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,62,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,63,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,64,adjusted_gaze_sig,0.0,0,checker_framework,63,physiological,positive
63,1,adjusted_gaze_non_sig,1.0012627142857142,6,checker_framework,63,physiological,positive
63,2,adjusted_gaze_non_sig,1.035382,3,checker_framework,63,physiological,positive
63,3,adjusted_gaze_non_sig,1.0388815000000002,5,checker_framework,63,physiological,positive
63,4,adjusted_gaze_non_sig,1.0066405,16,checker_framework,63,physiological,positive
63,5,adjusted_gaze_non_sig,0.8035439999999999,5,checker_framework,63,physiological,positive
63,6,adjusted_gaze_non_sig,1.0221293333333332,5,checker_framework,63,physiological,positive
63,7,adjusted_gaze_non_sig,1.198565,2,checker_framework,63,physiological,positive
63,8,adjusted_gaze_non_sig,1.18869,4,checker_framework,63,physiological,positive
63,9,adjusted_gaze_non_sig,1.008346,6,checker_framework,63,physiological,positive
63,10,adjusted_gaze_non_sig,0.94700475,3,checker_framework,63,physiological,positive
63,11,adjusted_gaze_non_sig,0.9611160000000002,0,checker_framework,63,physiological,positive
63,12,adjusted_gaze_non_sig,1.0597564,3,checker_framework,63,physiological,positive
63,13,adjusted_gaze_non_sig,0.5688641666666666,0,checker_framework,63,physiological,positive
63,14,adjusted_gaze_non_sig,1.06452,2,checker_framework,63,physiological,positive
63,15,adjusted_gaze_non_sig,1.0464055,1,checker_framework,63,physiological,positive
63,16,adjusted_gaze_non_sig,1.0779053333333335,0,checker_framework,63,physiological,positive
63,17,adjusted_gaze_non_sig,0.9531083333333332,0,checker_framework,63,physiological,positive
63,18,adjusted_gaze_non_sig,0.9831165,0,checker_framework,63,physiological,positive
63,19,adjusted_gaze_non_sig,1.03982,0,checker_framework,63,physiological,positive
63,20,adjusted_gaze_non_sig,1.13636,0,checker_framework,63,physiological,positive
63,21,adjusted_gaze_non_sig,1.35294,0,checker_framework,63,physiological,positive
63,22,adjusted_gaze_non_sig,1.036127625,0,checker_framework,63,physiological,positive
63,23,adjusted_gaze_non_sig,1.183171625,0,checker_framework,63,physiological,positive
63,24,adjusted_gaze_non_sig,1.00470625,0,checker_framework,63,physiological,positive
63,25,adjusted_gaze_non_sig,1.0016315,0,checker_framework,63,physiological,positive
63,26,adjusted_gaze_non_sig,1.1402,0,checker_framework,63,physiological,positive
63,27,adjusted_gaze_non_sig,1.075,0,checker_framework,63,physiological,positive
63,28,adjusted_gaze_non_sig,1.07137,0,checker_framework,63,physiological,positive
63,29,adjusted_gaze_non_sig,1.079685,0,checker_framework,63,physiological,positive
63,30,adjusted_gaze_non_sig,0.9843317500000002,0,checker_framework,63,physiological,positive
63,31,adjusted_gaze_non_sig,1.049248625,0,checker_framework,63,physiological,positive
63,32,adjusted_gaze_non_sig,1.00717325,0,checker_framework,63,physiological,positive
63,33,adjusted_gaze_non_sig,0.988017,0,checker_framework,63,physiological,positive
63,34,adjusted_gaze_non_sig,0.9819933333333332,0,checker_framework,63,physiological,positive
63,35,adjusted_gaze_non_sig,1.0423244285714286,0,checker_framework,63,physiological,positive
63,36,adjusted_gaze_non_sig,1.0173247142857142,0,checker_framework,63,physiological,positive
63,37,adjusted_gaze_non_sig,1.024625,0,checker_framework,63,physiological,positive
63,38,adjusted_gaze_non_sig,0.98172,0,checker_framework,63,physiological,positive
63,39,adjusted_gaze_non_sig,0.9333551428571428,0,checker_framework,63,physiological,positive
63,40,adjusted_gaze_non_sig,0.9987081428571428,0,checker_framework,63,physiological,positive
63,41,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,42,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,43,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,44,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,45,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,46,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,47,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,48,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,49,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,50,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,51,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,52,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,53,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,54,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,55,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,56,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,57,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,58,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,59,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,60,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,61,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,62,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,63,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,64,adjusted_gaze_non_sig,0.0,0,checker_framework,63,physiological,positive
63,1,adjusted_fix_sig,0.5704825714285715,6,checker_framework,63,physiological,positive
63,2,adjusted_fix_sig,0.6598746666666667,3,checker_framework,63,physiological,positive
63,3,adjusted_fix_sig,0.3057458333333333,5,checker_framework,63,physiological,positive
63,4,adjusted_fix_sig,0.425,16,checker_framework,63,physiological,positive
63,5,adjusted_fix_sig,2.9051914,5,checker_framework,63,physiological,positive
63,6,adjusted_fix_sig,0.8669013333333334,5,checker_framework,63,physiological,positive
63,7,adjusted_fix_sig,0.10787605,2,checker_framework,63,physiological,positive
63,8,adjusted_fix_sig,0.241187,4,checker_framework,63,physiological,positive
63,9,adjusted_fix_sig,0.6465266,6,checker_framework,63,physiological,positive
63,10,adjusted_fix_sig,1.10297925,3,checker_framework,63,physiological,positive
63,11,adjusted_fix_sig,1.2598273333333332,0,checker_framework,63,physiological,positive
63,12,adjusted_fix_sig,0.5756184,3,checker_framework,63,physiological,positive
63,13,adjusted_fix_sig,6.436988833333333,0,checker_framework,63,physiological,positive
63,14,adjusted_fix_sig,0.0,2,checker_framework,63,physiological,positive
63,15,adjusted_fix_sig,0.6469865333333333,1,checker_framework,63,physiological,positive
63,16,adjusted_fix_sig,0.6525656666666667,0,checker_framework,63,physiological,positive
63,17,adjusted_fix_sig,1.0895208333333335,0,checker_framework,63,physiological,positive
63,18,adjusted_fix_sig,1.61501335,0,checker_framework,63,physiological,positive
63,19,adjusted_fix_sig,0.468504,0,checker_framework,63,physiological,positive
63,20,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,21,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,22,adjusted_fix_sig,0.369805775,0,checker_framework,63,physiological,positive
63,23,adjusted_fix_sig,0.3446160625,0,checker_framework,63,physiological,positive
63,24,adjusted_fix_sig,0.782111025,0,checker_framework,63,physiological,positive
63,25,adjusted_fix_sig,0.6956899999999999,0,checker_framework,63,physiological,positive
63,26,adjusted_fix_sig,0.0788045,0,checker_framework,63,physiological,positive
63,27,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,28,adjusted_fix_sig,0.95,0,checker_framework,63,physiological,positive
63,29,adjusted_fix_sig,0.319328,0,checker_framework,63,physiological,positive
63,30,adjusted_fix_sig,1.070199575,0,checker_framework,63,physiological,positive
63,31,adjusted_fix_sig,0.359252225,0,checker_framework,63,physiological,positive
63,32,adjusted_fix_sig,0.7660482500000001,0,checker_framework,63,physiological,positive
63,33,adjusted_fix_sig,1.44020525,0,checker_framework,63,physiological,positive
63,34,adjusted_fix_sig,0.8920514444444445,0,checker_framework,63,physiological,positive
63,35,adjusted_fix_sig,0.6372011142857142,0,checker_framework,63,physiological,positive
63,36,adjusted_fix_sig,0.5316787142857143,0,checker_framework,63,physiological,positive
63,37,adjusted_fix_sig,0.828344,0,checker_framework,63,physiological,positive
63,38,adjusted_fix_sig,0.5885861666666666,0,checker_framework,63,physiological,positive
63,39,adjusted_fix_sig,0.7586309714285715,0,checker_framework,63,physiological,positive
63,40,adjusted_fix_sig,0.9255011428571428,0,checker_framework,63,physiological,positive
63,41,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,42,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,43,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,44,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,45,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,46,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,47,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,48,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,49,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,50,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,51,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,52,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,53,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,54,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,55,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,56,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,57,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,58,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,59,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,60,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,61,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,62,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,63,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,64,adjusted_fix_sig,0.0,0,checker_framework,63,physiological,positive
63,1,adjusted_fix_non_sig,1.022847142857143,6,checker_framework,63,physiological,positive
63,2,adjusted_fix_non_sig,1.0680243333333332,3,checker_framework,63,physiological,positive
63,3,adjusted_fix_non_sig,1.06171,5,checker_framework,63,physiological,positive
63,4,adjusted_fix_non_sig,1.03594,16,checker_framework,63,physiological,positive
63,5,adjusted_fix_non_sig,0.7713774,5,checker_framework,63,physiological,positive
63,6,adjusted_fix_non_sig,1.0115040000000002,5,checker_framework,63,physiological,positive
63,7,adjusted_fix_non_sig,1.2294025,2,checker_framework,63,physiological,positive
63,8,adjusted_fix_non_sig,1.20358,4,checker_framework,63,physiological,positive
63,9,adjusted_fix_non_sig,1.0321358,6,checker_framework,63,physiological,positive
63,10,adjusted_fix_non_sig,0.98339175,3,checker_framework,63,physiological,positive
63,11,adjusted_fix_non_sig,0.9566937333333334,0,checker_framework,63,physiological,positive
63,12,adjusted_fix_non_sig,1.067363,3,checker_framework,63,physiological,positive
63,13,adjusted_fix_non_sig,0.6250355,0,checker_framework,63,physiological,positive
63,14,adjusted_fix_non_sig,1.06452,2,checker_framework,63,physiological,positive
63,15,adjusted_fix_non_sig,1.0489339999999998,1,checker_framework,63,physiological,positive
63,16,adjusted_fix_non_sig,1.0599005,0,checker_framework,63,physiological,positive
63,17,adjusted_fix_non_sig,0.9452923333333332,0,checker_framework,63,physiological,positive
63,18,adjusted_fix_non_sig,0.986333,0,checker_framework,63,physiological,positive
63,19,adjusted_fix_non_sig,1.03322,0,checker_framework,63,physiological,positive
63,20,adjusted_fix_non_sig,1.13636,0,checker_framework,63,physiological,positive
63,21,adjusted_fix_non_sig,1.35294,0,checker_framework,63,physiological,positive
63,22,adjusted_fix_non_sig,1.0550675,0,checker_framework,63,physiological,positive
63,23,adjusted_fix_non_sig,1.2048075,0,checker_framework,63,physiological,positive
63,24,adjusted_fix_non_sig,1.01062975,0,checker_framework,63,physiological,positive
63,25,adjusted_fix_non_sig,1.027663,0,checker_framework,63,physiological,positive
63,26,adjusted_fix_non_sig,1.14739,0,checker_framework,63,physiological,positive
63,27,adjusted_fix_non_sig,1.075,0,checker_framework,63,physiological,positive
63,28,adjusted_fix_non_sig,1.005884,0,checker_framework,63,physiological,positive
63,29,adjusted_fix_non_sig,1.0800800000000002,0,checker_framework,63,physiological,positive
63,30,adjusted_fix_non_sig,0.99375925,0,checker_framework,63,physiological,positive
63,31,adjusted_fix_non_sig,1.07234375,0,checker_framework,63,physiological,positive
63,32,adjusted_fix_non_sig,1.01264575,0,checker_framework,63,physiological,positive
63,33,adjusted_fix_non_sig,0.976830625,0,checker_framework,63,physiological,positive
63,34,adjusted_fix_non_sig,1.01012,0,checker_framework,63,physiological,positive
63,35,adjusted_fix_non_sig,1.036279857142857,0,checker_framework,63,physiological,positive
63,36,adjusted_fix_non_sig,1.0246478571428572,0,checker_framework,63,physiological,positive
63,37,adjusted_fix_non_sig,1.0184845,0,checker_framework,63,physiological,positive
63,38,adjusted_fix_non_sig,1.0385704999999998,0,checker_framework,63,physiological,positive
63,39,adjusted_fix_non_sig,1.0295549999999998,0,checker_framework,63,physiological,positive
63,40,adjusted_fix_non_sig,1.0021907142857145,0,checker_framework,63,physiological,positive
63,41,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,42,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,43,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,44,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,45,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,46,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,47,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,48,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,49,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,50,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,51,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,52,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,53,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,54,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,55,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,56,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,57,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,58,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,59,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,60,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,61,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,62,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,63,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,64,adjusted_fix_non_sig,0.0,0,checker_framework,63,physiological,positive
63,1,adjusted_gaze_flow,0.8939634285714285,6,checker_framework,63,physiological,positive
63,2,adjusted_gaze_flow,1.590968333333333,3,checker_framework,63,physiological,positive
63,3,adjusted_gaze_flow,1.4814991666666668,5,checker_framework,63,physiological,positive
63,4,adjusted_gaze_flow,0.8340995,16,checker_framework,63,physiological,positive
63,5,adjusted_gaze_flow,0.8475556666666666,5,checker_framework,63,physiological,positive
63,6,adjusted_gaze_flow,1.78484475,5,checker_framework,63,physiological,positive
63,7,adjusted_gaze_flow,0.0,2,checker_framework,63,physiological,positive
63,8,adjusted_gaze_flow,1.467374,4,checker_framework,63,physiological,positive
63,9,adjusted_gaze_flow,1.788082775,6,checker_framework,63,physiological,positive
63,10,adjusted_gaze_flow,1.1948017333333332,3,checker_framework,63,physiological,positive
63,11,adjusted_gaze_flow,1.4922766,0,checker_framework,63,physiological,positive
63,12,adjusted_gaze_flow,0.5471588333333334,3,checker_framework,63,physiological,positive
63,13,adjusted_gaze_flow,0.271832,0,checker_framework,63,physiological,positive
63,14,adjusted_gaze_flow,1.4582316666666666,2,checker_framework,63,physiological,positive
63,15,adjusted_gaze_flow,1.6839356666666665,1,checker_framework,63,physiological,positive
63,16,adjusted_gaze_flow,0.6687440000000001,0,checker_framework,63,physiological,positive
63,17,adjusted_gaze_flow,0.91335,0,checker_framework,63,physiological,positive
63,18,adjusted_gaze_flow,1.309525,0,checker_framework,63,physiological,positive
63,19,adjusted_gaze_flow,2.64243,0,checker_framework,63,physiological,positive
63,20,adjusted_gaze_flow,0.584649,0,checker_framework,63,physiological,positive
63,21,adjusted_gaze_flow,0.953450875,0,checker_framework,63,physiological,positive
63,22,adjusted_gaze_flow,1.2158466250000002,0,checker_framework,63,physiological,positive
63,23,adjusted_gaze_flow,0.664894375,0,checker_framework,63,physiological,positive
63,24,adjusted_gaze_flow,0.399041,0,checker_framework,63,physiological,positive
63,25,adjusted_gaze_flow,1.2139950000000002,0,checker_framework,63,physiological,positive
63,26,adjusted_gaze_flow,1.396597,0,checker_framework,63,physiological,positive
63,27,adjusted_gaze_flow,0.59716,0,checker_framework,63,physiological,positive
63,28,adjusted_gaze_flow,0.737054,0,checker_framework,63,physiological,positive
63,29,adjusted_gaze_flow,1.049636,0,checker_framework,63,physiological,positive
63,30,adjusted_gaze_flow,2.0015175000000003,0,checker_framework,63,physiological,positive
63,31,adjusted_gaze_flow,0.910566875,0,checker_framework,63,physiological,positive
63,32,adjusted_gaze_flow,1.62674875,0,checker_framework,63,physiological,positive
63,33,adjusted_gaze_flow,0.8239138888888888,0,checker_framework,63,physiological,positive
63,34,adjusted_gaze_flow,0.9286387142857144,0,checker_framework,63,physiological,positive
63,35,adjusted_gaze_flow,1.2251139999999998,0,checker_framework,63,physiological,positive
63,36,adjusted_gaze_flow,1.3266493333333331,0,checker_framework,63,physiological,positive
63,37,adjusted_gaze_flow,0.841827,0,checker_framework,63,physiological,positive
63,38,adjusted_gaze_flow,0.7460811428571429,0,checker_framework,63,physiological,positive
63,39,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,40,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,41,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,42,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,43,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,44,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,45,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,46,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,47,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,48,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,49,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,50,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,51,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,52,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,53,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,54,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,55,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,56,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,57,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,58,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,59,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,60,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,61,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,62,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,63,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,64,adjusted_gaze_flow,0.0,0,checker_framework,63,physiological,positive
63,1,adjusted_gaze_non_flow,1.0452225714285714,6,checker_framework,63,physiological,positive
63,2,adjusted_gaze_non_flow,0.8153225000000001,3,checker_framework,63,physiological,positive
63,3,adjusted_gaze_non_flow,0.9060483333333332,5,checker_framework,63,physiological,positive
63,4,adjusted_gaze_non_flow,1.1235435,16,checker_framework,63,physiological,positive
63,5,adjusted_gaze_non_flow,1.2018866666666668,5,checker_framework,63,physiological,positive
63,6,adjusted_gaze_non_flow,0.96075875,5,checker_framework,63,physiological,positive
63,7,adjusted_gaze_non_flow,1.02222,2,checker_framework,63,physiological,positive
63,8,adjusted_gaze_non_flow,0.8504400000000001,4,checker_framework,63,physiological,positive
63,9,adjusted_gaze_non_flow,0.97748425,6,checker_framework,63,physiological,positive
63,10,adjusted_gaze_non_flow,0.9503439333333332,3,checker_framework,63,physiological,positive
63,11,adjusted_gaze_non_flow,0.9097498,0,checker_framework,63,physiological,positive
63,12,adjusted_gaze_non_flow,1.1378205,3,checker_framework,63,physiological,positive
63,13,adjusted_gaze_non_flow,1.21845,0,checker_framework,63,physiological,positive
63,14,adjusted_gaze_non_flow,0.7639411666666667,2,checker_framework,63,physiological,positive
63,15,adjusted_gaze_non_flow,0.9316063333333332,1,checker_framework,63,physiological,positive
63,16,adjusted_gaze_non_flow,1.0451714999999997,0,checker_framework,63,physiological,positive
63,17,adjusted_gaze_non_flow,1.032905,0,checker_framework,63,physiological,positive
63,18,adjusted_gaze_non_flow,0.850228,0,checker_framework,63,physiological,positive
63,19,adjusted_gaze_non_flow,0.850688,0,checker_framework,63,physiological,positive
63,20,adjusted_gaze_non_flow,1.06558,0,checker_framework,63,physiological,positive
63,21,adjusted_gaze_non_flow,1.01070075,0,checker_framework,63,physiological,positive
63,22,adjusted_gaze_non_flow,0.987782125,0,checker_framework,63,physiological,positive
63,23,adjusted_gaze_non_flow,1.5445462499999998,0,checker_framework,63,physiological,positive
63,24,adjusted_gaze_non_flow,1.115565,0,checker_framework,63,physiological,positive
63,25,adjusted_gaze_non_flow,0.940281,0,checker_framework,63,physiological,positive
63,26,adjusted_gaze_non_flow,0.9228835,0,checker_framework,63,physiological,positive
63,27,adjusted_gaze_non_flow,1.1272135,0,checker_framework,63,physiological,positive
63,28,adjusted_gaze_non_flow,1.08452,0,checker_framework,63,physiological,positive
63,29,adjusted_gaze_non_flow,0.9702205,0,checker_framework,63,physiological,positive
