"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","snippet_splitter_out.ds_3","../ml_model/src/main/resources/snippet_splitter_out/ds_3/ds_3_snip_91_printFailures.java","3","7","The method 'printFailures(Result)' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_3","../ml_model/src/main/resources/snippet_splitter_out/ds_3/ds_3_snip_92_getNormalisedTime.java","3","7","The method 'getNormalisedTime(long)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_3","../ml_model/src/main/resources/snippet_splitter_out/ds_3/ds_3_snip_93_check.java","3","7","The method 'check(Unit, PathNode)' has a cyclomatic complexity of 4.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_3","../ml_model/src/main/resources/snippet_splitter_out/ds_3/ds_3_snip_94_s26.java","3","7","The method 's26()' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_3","../ml_model/src/main/resources/snippet_splitter_out/ds_3/ds_3_snip_95_comuteDisplayPointCentre.java","3","8","The method 'comuteDisplayPointCentre(Dimension)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_3","../ml_model/src/main/resources/snippet_splitter_out/ds_3/ds_3_snip_96_filter.java","3","7","The method 'filter(Filter)' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_3","../ml_model/src/main/resources/snippet_splitter_out/ds_3/ds_3_snip_97_s29.java","3","7","The method 's29()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_3","../ml_model/src/main/resources/snippet_splitter_out/ds_3/ds_3_snip_98_setMapTransform.java","3","12","The method 'setMapTransform(MapTransform)' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_3","../ml_model/src/main/resources/snippet_splitter_out/ds_3/ds_3_snip_99_s31.java","3","7","The method 's31()' has a cyclomatic complexity of 4.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_3","../ml_model/src/main/resources/snippet_splitter_out/ds_3/ds_3_snip_9_removeProgram.java","3","7","The method 'removeProgram(Program)' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$Antlr4Master_analyze.java","3","14","The method 'analyze(Set<File>, Set<File>, Tool)' has a cyclomatic complexity of 7.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$CarReport_save.java","3","6","The method 'save()' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"2","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$CarReport_save.java","3","13","The method 'isValid()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"3","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$CarReport_save.java","3","19","The method 'getMessage()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$CheckEstimator_printAttributeSummary.java","3","11","The method 'printAttributeSummary(int, int)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$ClassifierPerformanceEvaluatorCustomizer_addButtons.java","3","5","The method 'addButtons()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"2","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$ClassifierPerformanceEvaluatorCustomizer_addButtons.java","3","17","The method 'actionPerformed(ActionEvent)' has a cyclomatic complexity of 5.","Design","CyclomaticComplexity"
"3","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$ClassifierPerformanceEvaluatorCustomizer_addButtons.java","3","39","The method 'actionPerformed(ActionEvent)' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$EstimatorUtils_getMinMax.java","3","14","The method 'getMinMax(Instances, int, double[])' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$GeneratorPropertyIteratorPanel_actionPerformed.java","3","11","The method 'actionPerformed(ActionEvent)' has a cyclomatic complexity of 7.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$HibernateORM_getOverriddenColumn.java","3","13","The method 'getOverriddenColumn(String)' has a cyclomatic complexity of 4.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$K9_testFetchResponse.java","3","7","The method 'testFetchResponse()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$ModelPerformanceChart_performRequest.java","3","12","The method 'performRequest(String)' has a cyclomatic complexity of 6.","Design","CyclomaticComplexity"
"2","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$ModelPerformanceChart_performRequest.java","3","26","The method 'windowClosing(WindowEvent)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$MyExpenses_contribFeatureCalled.java","3","7","The method 'contribFeatureCalled(ContribFeature, Serializable)' has a cyclomatic complexity of 8.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$OpenCMSCore_createContextMenu.java","3","6","The method 'createContextMenu(CmsSitemapHoverbar)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$Phoenix_doDropSchema.java","3","6","The method 'doDropSchema(long, String, byte[], List<Mutation>, List<ImmutableBytesPtr>)' has a cyclomatic complexity of 7.","Design","CyclomaticComplexity"
"1","FeatureExtraction.snippet_splitter_out","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$Pom_HealthReport.java","3","5","The constructor 'HealthReport(int, String, Localizable)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$SpringBatch_testFailureAndRecovery.java","3","7","The method 'testFailureAndRecovery()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"2","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$SpringBatch_testFailureAndRecovery.java","3","14","The method 'onMessage(Message)' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"3","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$SpringBatch_testFailureAndRecovery.java","3","20","The method 'doWithRetry(RetryContext)' has a cyclomatic complexity of 4.","Design","CyclomaticComplexity"
"4","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_1$SpringBatch_testFailureAndRecovery.java","3","33","The method 'recover(RetryContext)' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_2$Antlr4Master_process.java","3","6","The method 'process()' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_2$CarReport_onCreate.java","3","7","The method 'onCreate(Bundle)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"2","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_2$CarReport_onCreate.java","3","16","The method 'beforeTextChanged(CharSequence, int, int, int)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"3","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_2$CarReport_onCreate.java","3","19","The method 'onTextChanged(CharSequence, int, int, int)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"4","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_2$CarReport_onCreate.java","3","22","The method 'afterTextChanged(Editable)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"5","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_2$CarReport_onCreate.java","3","43","The method 'onClick(View)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"6","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_2$CarReport_onCreate.java","3","52","The method 'onClick(View)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","FeatureExtraction.snippet_splitter_out","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_2$HibernateORM_TimesTenDialect.java","3","5","The constructor 'TimesTenDialect()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_2$K9_getInstance.java","3","7","The method 'getInstance(Context, StoreConfig)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_2$MyExpenses_getContentProviderOperationsForCreate.java","3","6","The method 'getContentProviderOperationsForCreate(TransactionChange, int, int)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_2$OpenCMSCore_seekFile.java","3","7","The method 'seekFile(long, int)' has a cyclomatic complexity of 6.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_2$Phoenix_evaluate.java","3","7","The method 'evaluate(Tuple, ImmutableBytesWritable)' has a cyclomatic complexity of 5.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_2$Pom__getRuns.java","3","6","The method '_getRuns()' has a cyclomatic complexity of 8.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_2$SpringBatch_testArtifactUniqueness.java","3","7","The method 'testArtifactUniqueness()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_3$Antlr4Master_hasSLLConflictTerminatingPrediction.java","3","6","The method 'hasSLLConflictTerminatingPrediction(PredictionMode, ATNConfigSet)' has a cyclomatic complexity of 5.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_3$CarReport_handleFABClick.java","3","6","The method 'handleFABClick(int, int)' has a cyclomatic complexity of 4.","Design","CyclomaticComplexity"
"2","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_3$CarReport_handleFABClick.java","3","30","The method 'onClick(DialogInterface, int)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_3$HibernateORM_execute.java","3","7","The method 'execute(SharedSessionContractImplementor, QueryParameters)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_3$K9_open_withXoauth2Extension_shouldThrowOnMultipleFailure.java","3","7","The method 'open_withXoauth2Extension_shouldThrowOnMultipleFailure()' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_3$MyExpenses_mergeUpdate.java","3","6","The method 'mergeUpdate(TransactionChange, TransactionChange)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_3$OpenCMSCore_execute.java","3","19","The method 'execute(Reader)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_3$Phoenix_configure.java","3","7","The method 'configure(Context)' has a cyclomatic complexity of 8.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_3$Pom_get.java","3","7","The method 'get()' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"2","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_3$Pom_get.java","3","14","The method 'error(ERRORS, String)' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"3","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_3$Pom_get.java","3","19","The method 'unimplementedError(String)' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"4","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_3$Pom_get.java","3","23","The method 'warn(WARNING_ID, String, Object[])' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"5","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_3$Pom_get.java","3","27","The method 'isVerbose()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"6","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_3$Pom_get.java","3","31","The method 'getCurrentWorkingDirectory()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"7","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_3$Pom_get.java","3","35","The method 'getEnv()' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"8","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_3$Pom_get.java","3","45","The method 'getInputStream()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"9","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_3$Pom_get.java","3","49","The method 'getOutputStream()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"10","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_3$Pom_get.java","3","53","The method 'getPID()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"11","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_3$Pom_get.java","3","58","The method 'getErrorStream()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_3$SpringBatch_testOperationWithDirectCloseCall.java","3","7","The method 'testOperationWithDirectCloseCall()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_4$Antlr4Master_removeFast.java","3","6","The method 'removeFast(T)' has a cyclomatic complexity of 6.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_4$CarReport_showFullScreenChart.java","3","6","The method 'showFullScreenChart(AbstractReport, ComboLineColumnChartView)' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"2","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_4$CarReport_showFullScreenChart.java","3","62","The method 'onAnimationEnd(Animator)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_4$HibernateORM_extractSequenceValue.java","3","6","The method 'extractSequenceValue(SessionImplementor)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"2","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_4$HibernateORM_extractSequenceValue.java","3","11","The method 'execute(Connection)' has a cyclomatic complexity of 4.","Design","CyclomaticComplexity"
"1","FeatureExtraction.snippet_splitter_out","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_4$K9_StorageManager.java","3","5","The constructor 'StorageManager(Context)' has a cyclomatic complexity of 5.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_4$MyExpenses_processChar.java","3","6","The method 'processChar(char[], int, StringBuffer)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_4$OpenCMSCore_generateContent.java","3","18","The method 'generateContent(CmsObject, String, int, double)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_4$Phoenix_process.java","3","7","The method 'process()' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_4$Pom_limit.java","3","13","The method 'limit(Iterator<? extends T>, CountingPredicate<? super T>)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"2","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_4$Pom_limit.java","3","23","The method 'hasNext()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"3","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_4$Pom_limit.java","3","28","The method 'next()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"4","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_4$Pom_limit.java","3","35","The method 'fetch()' has a cyclomatic complexity of 5.","Design","CyclomaticComplexity"
"5","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_4$Pom_limit.java","3","49","The method 'remove()' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_4$SpringBatch_testCustomRecordSeparatorMultilineBlankLineAfterEnd.java","3","7","The method 'testCustomRecordSeparatorMultilineBlankLineAfterEnd()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"2","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_4$SpringBatch_testCustomRecordSeparatorMultilineBlankLineAfterEnd.java","3","15","The method 'isEndOfRecord(String)' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"3","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_4$SpringBatch_testCustomRecordSeparatorMultilineBlankLineAfterEnd.java","3","23","The method 'postProcess(String)' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"4","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_4$SpringBatch_testCustomRecordSeparatorMultilineBlankLineAfterEnd.java","3","28","The method 'preProcess(String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_5$Antlr4Master_testToStringStartStop2.java","3","7","The method 'testToStringStartStop2()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_5$CarReport_downloadFile.java","3","7","The method 'downloadFile()' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_5$HibernateORM_collectionInfoString.java","3","17","The method 'collectionInfoString(CollectionPersister, PersistentCollection, Serializable, SharedSessionContractImplementor)' has a cyclomatic complexity of 6.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_5$K9_testTextQuoteToHtmlBlockquote.java","3","7","The method 'testTextQuoteToHtmlBlockquote()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_5$MyExpenses_updateOrClearHeader.java","3","6","The method 'updateOrClearHeader(int)' has a cyclomatic complexity of 9.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_5$OpenCMSCore_buttonHtml.java","3","7","The method 'buttonHtml(CmsWorkplace)' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_5$Phoenix_parseOptions.java","3","13","The method 'parseOptions(String[])' has a cyclomatic complexity of 9.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_5$Pom_loadClass.java","3","20","The method 'loadClass(String, boolean)' has a cyclomatic complexity of 8.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_5$SpringBatch_initWriterForSimpleCallbackTests.java","3","6","The method 'initWriterForSimpleCallbackTests()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"2","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_5$SpringBatch_initWriterForSimpleCallbackTests.java","3","12","The method 'write(XMLEventWriter)' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"3","snippet_splitter_out.ds_6","../ml_model/src/main/resources/snippet_splitter_out/ds_6/ds_6_snip_5$SpringBatch_initWriterForSimpleCallbackTests.java","3","27","The method 'write(XMLEventWriter)' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$bc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$bc/ds_9$bc_snip_10_shortenText522.java","3","12","The method 'shortenText522(String, Control)' has a cyclomatic complexity of 4.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$bc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$bc/ds_9$bc_snip_1_logAndEmailSeriousProblemS112.java","3","11","The method 'logAndEmailSeriousProblemS112(Throwable, HttpServletRequest)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$bc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$bc/ds_9$bc_snip_2_logAndEmailSeriousProblemS122.java","3","11","The method 'logAndEmailSeriousProblemS122(Throwable, HttpServletRequest)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$bc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$bc/ds_9$bc_snip_3_apply212.java","3","11","The method 'apply212(Project, NotificationStore)' has a cyclomatic complexity of 7.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$bc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$bc/ds_9$bc_snip_4_apply222.java","3","11","The method 'apply222(Project, NotificationStore)' has a cyclomatic complexity of 7.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$bc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$bc/ds_9$bc_snip_5_copyUTable312.java","3","8","The method 'copyUTable312(UTable)' has a cyclomatic complexity of 7.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$bc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$bc/ds_9$bc_snip_6_writeUTable.java","3","8","The method 'writeUTable(UTable)' has a cyclomatic complexity of 7.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$bc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$bc/ds_9$bc_snip_7_getMove412.java","3","11","The method 'getMove412(StringBuilder, Move)' has a cyclomatic complexity of 5.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$bc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$bc/ds_9$bc_snip_8_getMove422.java","3","11","The method 'getMove422(StringBuilder, Move)' has a cyclomatic complexity of 5.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$bc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$bc/ds_9$bc_snip_9_shortenText512.java","3","12","The method 'shortenText512(String, Control)' has a cyclomatic complexity of 4.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$gc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$gc/ds_9$gc_snip_10_shortenText521.java","3","12","The method 'shortenText521(String, Control)' has a cyclomatic complexity of 4.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$gc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$gc/ds_9$gc_snip_1_logAndEmailSeriousProblemS111.java","3","10","The method 'logAndEmailSeriousProblemS111(Throwable, HttpServletRequest)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$gc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$gc/ds_9$gc_snip_2_logAndEmailSeriousProblemS121.java","3","11","The method 'logAndEmailSeriousProblemS121(Throwable, HttpServletRequest)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$gc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$gc/ds_9$gc_snip_3_apply211.java","3","15","The method 'apply211(Project, NotificationStore)' has a cyclomatic complexity of 7.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$gc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$gc/ds_9$gc_snip_4_apply.java","3","11","The method 'apply(Project, NotificationStore)' has a cyclomatic complexity of 7.","Design","CyclomaticComplexity"
"1","snippet_splitter_out.ds_9$gc","../ml_model/src/main/resources/snippet_splitter_out/ds_9$gc/ds_9$gc_snip_5_copyUTable311.java","3","12","The method 'copyUTable311(UTable)' has a cyclomatic complexity of 7.","Design","CyclomaticComplexity"
