programming_experience,java_experience,complexity,MinNameQuality,MinInternalDocumentation,MinExternalDocumentation,MinExternalPopularity,MeanInternalDocumentation,MeanExternalDocumentation,MeanExternalPopularity,MaxNameQuality,MaxInternalDocumentation,Readability,READABILITY.New.Identifiers.words.AVG,READABILITY.New.Abstractness.words.AVG,READABILITY.New.Abstractness.words.MAX,READABILITY.New.Commented.words.AVG,READABILITY.New.Synonym.commented.words.AVG,READABILITY.New.Synonym.commented.words.MAX,READABILITY.New.Comments.readability,READABILITY.New.Number.of.senses.AVG,READABILITY.New.Number.of.senses.MAX,READABILITY.New.Text.Coherence.AVG,READABILITY.New.Text.Coherence.MIN,READABILITY.New.Text.Coherence.MAX,READABILITY.BW.Avg.Assignment,READABILITY.BW.Avg.blank.lines,READABILITY.BW.Avg.commas,READABILITY.BW.Avg.comments,READABILITY.BW.Avg.comparisons,READABILITY.BW.Avg.Identifiers.Length,READABILITY.BW.Avg.conditionals,READABILITY.BW.Avg.indentation.length,READABILITY.BW.Avg.keywords,READABILITY.BW.Avg.line.length,READABILITY.BW.Avg.loops,READABILITY.BW.Avg.number.of.identifiers,READABILITY.BW.Avg.numbers,READABILITY.BW.Avg.operators,READABILITY.BW.Avg.parenthesis,READABILITY.BW.Avg.periods,READABILITY.BW.Max.Identifiers.Length,READABILITY.BW.Max.keywords,READABILITY.BW.Max.line.length,READABILITY.BW.Max.number.of.identifiers,READABILITY.BW.Max.char,READABILITY.BW.Max.words,READABILITY.Posnett.entropy,READABILITY.Posnett.volume,READABILITY.Posnett.lines,READABILITY.Dorn.DFT.Assignments,READABILITY.Dorn.DFT.Comparisons,READABILITY.Dorn.DFT.Conditionals,READABILITY.Dorn.DFT.Indentations,READABILITY.Dorn.DFT.LineLengths,READABILITY.Dorn.DFT.Numbers,READABILITY.Dorn.DFT.Operators,READABILITY.Dorn.Visual.X.Comments,READABILITY.Dorn.Visual.X.Numbers,READABILITY.Dorn.Visual.X.Strings,READABILITY.Dorn.Visual.Y.Strings,READABILITY.Dorn.Visual.X.Literals,READABILITY.Dorn.Areas.Identifiers,READABILITY.Dorn.Areas.Keywords,READABILITY.Dorn.Areas.Strings,READABILITY.Dorn.Areas.Operators,READABILITY.Dorn.Areas.Keywords.Identifiers,READABILITY.Dorn.Areas.Operators.Identifiers,READABILITY.Dorn.align.blocks,KASTO.NestedBlocks,KASTO.NumberOfParameters,KASTO.NumberOfStatements,BD50
4,4,2,0.75,0,16,0.00197849078113455,0,5353.41379310345,0.0866607163532475,0.75,0,0.141092255711555,0.789090909090909,3.84615384615385,11,0,3.01506024096386,20,0,8.25454545454545,45,0.252004307100782,0.138675049056307,0.421997857554777,0.142857142857143,0.102040816326531,0.142857142857143,0.0222222222222222,0,9.45454545454546,0,10.2727272727273,0.5,46.4090909090909,0,3,0,0,1.02040816326531,0.977272727272727,33,5,106,8,516,30,4.6216899009665,2117.7983547686,49,49,1,1,48,44,1,1,0,0,0,0,0,0.611165523996082,0.0450538687561214,0,0.0910871694417238,0.0737179487179487,0.149038461538462,200,3,1,23,0
2,1,2,0.75,0,16,0.00197849078113455,0,5353.41379310345,0.0866607163532475,0.75,0,0.141092255711555,0.789090909090909,3.84615384615385,11,0,3.01506024096386,20,0,8.25454545454545,45,0.252004307100782,0.138675049056307,0.421997857554777,0.142857142857143,0.102040816326531,0.142857142857143,0.0222222222222222,0,9.45454545454546,0,10.2727272727273,0.5,46.4090909090909,0,3,0,0,1.02040816326531,0.977272727272727,33,5,106,8,516,30,4.6216899009665,2117.7983547686,49,49,1,1,48,44,1,1,0,0,0,0,0,0.611165523996082,0.0450538687561214,0,0.0910871694417238,0.0737179487179487,0.149038461538462,200,3,1,23,0
4,4,2,0.75,0,16,0.00197849078113455,0,5353.41379310345,0.0866607163532475,0.75,0,0.141092255711555,0.789090909090909,3.84615384615385,11,0,3.01506024096386,20,0,8.25454545454545,45,0.252004307100782,0.138675049056307,0.421997857554777,0.142857142857143,0.102040816326531,0.142857142857143,0.0222222222222222,0,9.45454545454546,0,10.2727272727273,0.5,46.4090909090909,0,3,0,0,1.02040816326531,0.977272727272727,33,5,106,8,516,30,4.6216899009665,2117.7983547686,49,49,1,1,48,44,1,1,0,0,0,0,0,0.611165523996082,0.0450538687561214,0,0.0910871694417238,0.0737179487179487,0.149038461538462,200,3,1,23,0
2,1,2,0.75,0,16,0.00197849078113455,0,5353.41379310345,0.0866607163532475,0.75,0,0.141092255711555,0.789090909090909,3.84615384615385,11,0,3.01506024096386,20,0,8.25454545454545,45,0.252004307100782,0.138675049056307,0.421997857554777,0.142857142857143,0.102040816326531,0.142857142857143,0.0222222222222222,0,9.45454545454546,0,10.2727272727273,0.5,46.4090909090909,0,3,0,0,1.02040816326531,0.977272727272727,33,5,106,8,516,30,4.6216899009665,2117.7983547686,49,49,1,1,48,44,1,1,0,0,0,0,0,0.611165523996082,0.0450538687561214,0,0.0910871694417238,0.0737179487179487,0.149038461538462,200,3,1,23,0
3,2,2,0.75,0,16,0.00197849078113455,0,5353.41379310345,0.0866607163532475,0.75,0,0.141092255711555,0.789090909090909,3.84615384615385,11,0,3.01506024096386,20,0,8.25454545454545,45,0.252004307100782,0.138675049056307,0.421997857554777,0.142857142857143,0.102040816326531,0.142857142857143,0.0222222222222222,0,9.45454545454546,0,10.2727272727273,0.5,46.4090909090909,0,3,0,0,1.02040816326531,0.977272727272727,33,5,106,8,516,30,4.6216899009665,2117.7983547686,49,49,1,1,48,44,1,1,0,0,0,0,0,0.611165523996082,0.0450538687561214,0,0.0910871694417238,0.0737179487179487,0.149038461538462,200,3,1,23,0
2,6,2,0.75,0,16,0.00197849078113455,0,5353.41379310345,0.0866607163532475,0.75,0,0.141092255711555,0.789090909090909,3.84615384615385,11,0,3.01506024096386,20,0,8.25454545454545,45,0.252004307100782,0.138675049056307,0.421997857554777,0.142857142857143,0.102040816326531,0.142857142857143,0.0222222222222222,0,9.45454545454546,0,10.2727272727273,0.5,46.4090909090909,0,3,0,0,1.02040816326531,0.977272727272727,33,5,106,8,516,30,4.6216899009665,2117.7983547686,49,49,1,1,48,44,1,1,0,0,0,0,0,0.611165523996082,0.0450538687561214,0,0.0910871694417238,0.0737179487179487,0.149038461538462,200,3,1,23,0
3,3,4,0.96875,0,11,7.53058774826301e-05,0.186447222222222,1634,0.0499171555839958,1,1,0.269684702157974,0.920289855072464,4.58267716535433,10,0,2.38172043010753,9,0,9.1304347826087,45,0.524781293615214,0.297044262893002,0.882352941176471,0.266666666666667,0.1,0.333333333333333,0.0357142857142857,0.0333333333333333,8.375,0.037037037037037,14.5185185185185,0.888888888888889,51,0.037037037037037,2.96296296296296,0.037037037037037,0.1,1.2,0.703703703703704,23,6,100,8,464,8,4.35410828391513,1518.98753851766,30,30,30,30,30,29,30,30,0,0,100,29,0,0.477124183006536,0.0689905591866376,0.0130718954248366,0.105301379811184,0.144596651445967,0.220700152207002,25,3,2,14,0
5,5,4,0.96875,0,11,7.53058774826301e-05,0.186447222222222,1634,0.0499171555839958,1,1,0.269684702157974,0.920289855072464,4.58267716535433,10,0,2.38172043010753,9,0,9.1304347826087,45,0.524781293615214,0.297044262893002,0.882352941176471,0.266666666666667,0.1,0.333333333333333,0.0357142857142857,0.0333333333333333,8.375,0.037037037037037,14.5185185185185,0.888888888888889,51,0.037037037037037,2.96296296296296,0.037037037037037,0.1,1.2,0.703703703703704,23,6,100,8,464,8,4.35410828391513,1518.98753851766,30,30,30,30,30,29,30,30,0,0,100,29,0,0.477124183006536,0.0689905591866376,0.0130718954248366,0.105301379811184,0.144596651445967,0.220700152207002,25,3,2,14,1
4,4,4,0.96875,0,11,7.53058774826301e-05,0.186447222222222,1634,0.0499171555839958,1,1,0.269684702157974,0.920289855072464,4.58267716535433,10,0,2.38172043010753,9,0,9.1304347826087,45,0.524781293615214,0.297044262893002,0.882352941176471,0.266666666666667,0.1,0.333333333333333,0.0357142857142857,0.0333333333333333,8.375,0.037037037037037,14.5185185185185,0.888888888888889,51,0.037037037037037,2.96296296296296,0.037037037037037,0.1,1.2,0.703703703703704,23,6,100,8,464,8,4.35410828391513,1518.98753851766,30,30,30,30,30,29,30,30,0,0,100,29,0,0.477124183006536,0.0689905591866376,0.0130718954248366,0.105301379811184,0.144596651445967,0.220700152207002,25,3,2,14,0
2,1,4,0.96875,0,11,7.53058774826301e-05,0.186447222222222,1634,0.0499171555839958,1,1,0.269684702157974,0.920289855072464,4.58267716535433,10,0,2.38172043010753,9,0,9.1304347826087,45,0.524781293615214,0.297044262893002,0.882352941176471,0.266666666666667,0.1,0.333333333333333,0.0357142857142857,0.0333333333333333,8.375,0.037037037037037,14.5185185185185,0.888888888888889,51,0.037037037037037,2.96296296296296,0.037037037037037,0.1,1.2,0.703703703703704,23,6,100,8,464,8,4.35410828391513,1518.98753851766,30,30,30,30,30,29,30,30,0,0,100,29,0,0.477124183006536,0.0689905591866376,0.0130718954248366,0.105301379811184,0.144596651445967,0.220700152207002,25,3,2,14,0
4,4,4,0.96875,0,11,7.53058774826301e-05,0.186447222222222,1634,0.0499171555839958,1,1,0.269684702157974,0.920289855072464,4.58267716535433,10,0,2.38172043010753,9,0,9.1304347826087,45,0.524781293615214,0.297044262893002,0.882352941176471,0.266666666666667,0.1,0.333333333333333,0.0357142857142857,0.0333333333333333,8.375,0.037037037037037,14.5185185185185,0.888888888888889,51,0.037037037037037,2.96296296296296,0.037037037037037,0.1,1.2,0.703703703703704,23,6,100,8,464,8,4.35410828391513,1518.98753851766,30,30,30,30,30,29,30,30,0,0,100,29,0,0.477124183006536,0.0689905591866376,0.0130718954248366,0.105301379811184,0.144596651445967,0.220700152207002,25,3,2,14,1
6,1,4,0.96875,0,11,7.53058774826301e-05,0.186447222222222,1634,0.0499171555839958,1,1,0.269684702157974,0.920289855072464,4.58267716535433,10,0,2.38172043010753,9,0,9.1304347826087,45,0.524781293615214,0.297044262893002,0.882352941176471,0.266666666666667,0.1,0.333333333333333,0.0357142857142857,0.0333333333333333,8.375,0.037037037037037,14.5185185185185,0.888888888888889,51,0.037037037037037,2.96296296296296,0.037037037037037,0.1,1.2,0.703703703703704,23,6,100,8,464,8,4.35410828391513,1518.98753851766,30,30,30,30,30,29,30,30,0,0,100,29,0,0.477124183006536,0.0689905591866376,0.0130718954248366,0.105301379811184,0.144596651445967,0.220700152207002,25,3,2,14,0
4,2,4,0.96875,0,11,7.53058774826301e-05,0.186447222222222,1634,0.0499171555839958,1,1,0.269684702157974,0.920289855072464,4.58267716535433,10,0,2.38172043010753,9,0,9.1304347826087,45,0.524781293615214,0.297044262893002,0.882352941176471,0.266666666666667,0.1,0.333333333333333,0.0357142857142857,0.0333333333333333,8.375,0.037037037037037,14.5185185185185,0.888888888888889,51,0.037037037037037,2.96296296296296,0.037037037037037,0.1,1.2,0.703703703703704,23,6,100,8,464,8,4.35410828391513,1518.98753851766,30,30,30,30,30,29,30,30,0,0,100,29,0,0.477124183006536,0.0689905591866376,0.0130718954248366,0.105301379811184,0.144596651445967,0.220700152207002,25,3,2,14,1
3,2,4,0.96875,0,11,7.53058774826301e-05,0.186447222222222,1634,0.0499171555839958,1,1,0.269684702157974,0.920289855072464,4.58267716535433,10,0,2.38172043010753,9,0,9.1304347826087,45,0.524781293615214,0.297044262893002,0.882352941176471,0.266666666666667,0.1,0.333333333333333,0.0357142857142857,0.0333333333333333,8.375,0.037037037037037,14.5185185185185,0.888888888888889,51,0.037037037037037,2.96296296296296,0.037037037037037,0.1,1.2,0.703703703703704,23,6,100,8,464,8,4.35410828391513,1518.98753851766,30,30,30,30,30,29,30,30,0,0,100,29,0,0.477124183006536,0.0689905591866376,0.0130718954248366,0.105301379811184,0.144596651445967,0.220700152207002,25,3,2,14,0
2,6,4,0.96875,0,11,7.53058774826301e-05,0.186447222222222,1634,0.0499171555839958,1,1,0.269684702157974,0.920289855072464,4.58267716535433,10,0,2.38172043010753,9,0,9.1304347826087,45,0.524781293615214,0.297044262893002,0.882352941176471,0.266666666666667,0.1,0.333333333333333,0.0357142857142857,0.0333333333333333,8.375,0.037037037037037,14.5185185185185,0.888888888888889,51,0.037037037037037,2.96296296296296,0.037037037037037,0.1,1.2,0.703703703703704,23,6,100,8,464,8,4.35410828391513,1518.98753851766,30,30,30,30,30,29,30,30,0,0,100,29,0,0.477124183006536,0.0689905591866376,0.0130718954248366,0.105301379811184,0.144596651445967,0.220700152207002,25,3,2,14,0
10,2,3,0.916666666666667,0,0,0,0.333333333333333,3145.78260869565,0.0536038201504025,1,1,0.284983336925507,0.808259587020649,4.09907120743034,10,0.569321533923304,2.21608040201005,18,100,10.2418879056047,52,0.329240970745734,0.188982236504614,0.606091526731326,0.192982456140351,0.136363636363636,0.245614035087719,0.0204081632653061,0.0350877192982456,11.2042253521127,0.0416666666666667,12.5,0.333333333333333,52.9583333333333,0,2.95833333333333,0.0833333333333333,0.105263157894737,0.87719298245614,0.958333333333333,29,2,86,6,746,28,4.57784615228208,2383.06990259563,66,57,57,57,57,66,57,57,83.6363636363636,0,0,0,0,0.526228967337512,0.0217749917518971,0,0.069943912900033,0.0413793103448276,0.132915360501567,118,2.33333333333333,2,29,0
5,5,3,0.916666666666667,0,0,0,0.333333333333333,3145.78260869565,0.0536038201504025,1,1,0.284983336925507,0.808259587020649,4.09907120743034,10,0.569321533923304,2.21608040201005,18,100,10.2418879056047,52,0.329240970745734,0.188982236504614,0.606091526731326,0.192982456140351,0.136363636363636,0.245614035087719,0.0204081632653061,0.0350877192982456,11.2042253521127,0.0416666666666667,12.5,0.333333333333333,52.9583333333333,0,2.95833333333333,0.0833333333333333,0.105263157894737,0.87719298245614,0.958333333333333,29,2,86,6,746,28,4.57784615228208,2383.06990259563,66,57,57,57,57,66,57,57,83.6363636363636,0,0,0,0,0.526228967337512,0.0217749917518971,0,0.069943912900033,0.0413793103448276,0.132915360501567,118,2.33333333333333,2,29,1
2,1,3,0.916666666666667,0,0,0,0.333333333333333,3145.78260869565,0.0536038201504025,1,1,0.284983336925507,0.808259587020649,4.09907120743034,10,0.569321533923304,2.21608040201005,18,100,10.2418879056047,52,0.329240970745734,0.188982236504614,0.606091526731326,0.192982456140351,0.136363636363636,0.245614035087719,0.0204081632653061,0.0350877192982456,11.2042253521127,0.0416666666666667,12.5,0.333333333333333,52.9583333333333,0,2.95833333333333,0.0833333333333333,0.105263157894737,0.87719298245614,0.958333333333333,29,2,86,6,746,28,4.57784615228208,2383.06990259563,66,57,57,57,57,66,57,57,83.6363636363636,0,0,0,0,0.526228967337512,0.0217749917518971,0,0.069943912900033,0.0413793103448276,0.132915360501567,118,2.33333333333333,2,29,0
4,4,3,0.916666666666667,0,0,0,0.333333333333333,3145.78260869565,0.0536038201504025,1,1,0.284983336925507,0.808259587020649,4.09907120743034,10,0.569321533923304,2.21608040201005,18,100,10.2418879056047,52,0.329240970745734,0.188982236504614,0.606091526731326,0.192982456140351,0.136363636363636,0.245614035087719,0.0204081632653061,0.0350877192982456,11.2042253521127,0.0416666666666667,12.5,0.333333333333333,52.9583333333333,0,2.95833333333333,0.0833333333333333,0.105263157894737,0.87719298245614,0.958333333333333,29,2,86,6,746,28,4.57784615228208,2383.06990259563,66,57,57,57,57,66,57,57,83.6363636363636,0,0,0,0,0.526228967337512,0.0217749917518971,0,0.069943912900033,0.0413793103448276,0.132915360501567,118,2.33333333333333,2,29,0
6,1,3,0.916666666666667,0,0,0,0.333333333333333,3145.78260869565,0.0536038201504025,1,1,0.284983336925507,0.808259587020649,4.09907120743034,10,0.569321533923304,2.21608040201005,18,100,10.2418879056047,52,0.329240970745734,0.188982236504614,0.606091526731326,0.192982456140351,0.136363636363636,0.245614035087719,0.0204081632653061,0.0350877192982456,11.2042253521127,0.0416666666666667,12.5,0.333333333333333,52.9583333333333,0,2.95833333333333,0.0833333333333333,0.105263157894737,0.87719298245614,0.958333333333333,29,2,86,6,746,28,4.57784615228208,2383.06990259563,66,57,57,57,57,66,57,57,83.6363636363636,0,0,0,0,0.526228967337512,0.0217749917518971,0,0.069943912900033,0.0413793103448276,0.132915360501567,118,2.33333333333333,2,29,0
4,2,3,0.916666666666667,0,0,0,0.333333333333333,3145.78260869565,0.0536038201504025,1,1,0.284983336925507,0.808259587020649,4.09907120743034,10,0.569321533923304,2.21608040201005,18,100,10.2418879056047,52,0.329240970745734,0.188982236504614,0.606091526731326,0.192982456140351,0.136363636363636,0.245614035087719,0.0204081632653061,0.0350877192982456,11.2042253521127,0.0416666666666667,12.5,0.333333333333333,52.9583333333333,0,2.95833333333333,0.0833333333333333,0.105263157894737,0.87719298245614,0.958333333333333,29,2,86,6,746,28,4.57784615228208,2383.06990259563,66,57,57,57,57,66,57,57,83.6363636363636,0,0,0,0,0.526228967337512,0.0217749917518971,0,0.069943912900033,0.0413793103448276,0.132915360501567,118,2.33333333333333,2,29,1
3,3,3,0.916666666666667,0,0,0,0.333333333333333,3145.78260869565,0.0536038201504025,1,1,0.284983336925507,0.808259587020649,4.09907120743034,10,0.569321533923304,2.21608040201005,18,100,10.2418879056047,52,0.329240970745734,0.188982236504614,0.606091526731326,0.192982456140351,0.136363636363636,0.245614035087719,0.0204081632653061,0.0350877192982456,11.2042253521127,0.0416666666666667,12.5,0.333333333333333,52.9583333333333,0,2.95833333333333,0.0833333333333333,0.105263157894737,0.87719298245614,0.958333333333333,29,2,86,6,746,28,4.57784615228208,2383.06990259563,66,57,57,57,57,66,57,57,83.6363636363636,0,0,0,0,0.526228967337512,0.0217749917518971,0,0.069943912900033,0.0413793103448276,0.132915360501567,118,2.33333333333333,2,29,0
2,6,3,0.916666666666667,0,0,0,0.333333333333333,3145.78260869565,0.0536038201504025,1,1,0.284983336925507,0.808259587020649,4.09907120743034,10,0.569321533923304,2.21608040201005,18,100,10.2418879056047,52,0.329240970745734,0.188982236504614,0.606091526731326,0.192982456140351,0.136363636363636,0.245614035087719,0.0204081632653061,0.0350877192982456,11.2042253521127,0.0416666666666667,12.5,0.333333333333333,52.9583333333333,0,2.95833333333333,0.0833333333333333,0.105263157894737,0.87719298245614,0.958333333333333,29,2,86,6,746,28,4.57784615228208,2383.06990259563,66,57,57,57,57,66,57,57,83.6363636363636,0,0,0,0,0.526228967337512,0.0217749917518971,0,0.069943912900033,0.0413793103448276,0.132915360501567,118,2.33333333333333,2,29,1
10,2,5,0.5,0,1,0,0,1980.16666666667,0.207777564655278,0.916666666666667,0,0.308735877275467,0.871794871794872,4.77477477477477,9,0,2.07975460122699,10,0,6.97435897435897,37,0.436069396669558,0.113960576459638,0.87287156094397,0.15625,0.0625,0.1875,0.032258064516129,0.03125,7.73611111111111,0.1,11.7333333333333,0.666666666666667,39.3666666666667,0,2.4,0,0.0625,1.125,0.466666666666667,18,3,101,12,423,16,4.17107350924829,1109.204790113,32,32,32,32,32,28,1,32,0,0,101,30.8333333333333,0,0.401354784081287,0.0677392040643522,0.0889077053344623,0.0948348856900931,0.168776371308017,0.236286919831224,22,3,0,16,0
4,1,5,0.5,0,1,0,0,1980.16666666667,0.207777564655278,0.916666666666667,0,0.308735877275467,0.871794871794872,4.77477477477477,9,0,2.07975460122699,10,0,6.97435897435897,37,0.436069396669558,0.113960576459638,0.87287156094397,0.15625,0.0625,0.1875,0.032258064516129,0.03125,7.73611111111111,0.1,11.7333333333333,0.666666666666667,39.3666666666667,0,2.4,0,0.0625,1.125,0.466666666666667,18,3,101,12,423,16,4.17107350924829,1109.204790113,32,32,32,32,32,28,1,32,0,0,101,30.8333333333333,0,0.401354784081287,0.0677392040643522,0.0889077053344623,0.0948348856900931,0.168776371308017,0.236286919831224,22,3,0,16,0
3,2,5,0.5,0,1,0,0,1980.16666666667,0.207777564655278,0.916666666666667,0,0.308735877275467,0.871794871794872,4.77477477477477,9,0,2.07975460122699,10,0,6.97435897435897,37,0.436069396669558,0.113960576459638,0.87287156094397,0.15625,0.0625,0.1875,0.032258064516129,0.03125,7.73611111111111,0.1,11.7333333333333,0.666666666666667,39.3666666666667,0,2.4,0,0.0625,1.125,0.466666666666667,18,3,101,12,423,16,4.17107350924829,1109.204790113,32,32,32,32,32,28,1,32,0,0,101,30.8333333333333,0,0.401354784081287,0.0677392040643522,0.0889077053344623,0.0948348856900931,0.168776371308017,0.236286919831224,22,3,0,16,1
2,1,5,0.5,0,1,0,0,1980.16666666667,0.207777564655278,0.916666666666667,0,0.308735877275467,0.871794871794872,4.77477477477477,9,0,2.07975460122699,10,0,6.97435897435897,37,0.436069396669558,0.113960576459638,0.87287156094397,0.15625,0.0625,0.1875,0.032258064516129,0.03125,7.73611111111111,0.1,11.7333333333333,0.666666666666667,39.3666666666667,0,2.4,0,0.0625,1.125,0.466666666666667,18,3,101,12,423,16,4.17107350924829,1109.204790113,32,32,32,32,32,28,1,32,0,0,101,30.8333333333333,0,0.401354784081287,0.0677392040643522,0.0889077053344623,0.0948348856900931,0.168776371308017,0.236286919831224,22,3,0,16,0
2,1,5,0.5,0,1,0,0,1980.16666666667,0.207777564655278,0.916666666666667,0,0.308735877275467,0.871794871794872,4.77477477477477,9,0,2.07975460122699,10,0,6.97435897435897,37,0.436069396669558,0.113960576459638,0.87287156094397,0.15625,0.0625,0.1875,0.032258064516129,0.03125,7.73611111111111,0.1,11.7333333333333,0.666666666666667,39.3666666666667,0,2.4,0,0.0625,1.125,0.466666666666667,18,3,101,12,423,16,4.17107350924829,1109.204790113,32,32,32,32,32,28,1,32,0,0,101,30.8333333333333,0,0.401354784081287,0.0677392040643522,0.0889077053344623,0.0948348856900931,0.168776371308017,0.236286919831224,22,3,0,16,0
3,1,5,0.5,0,1,0,0,1980.16666666667,0.207777564655278,0.916666666666667,0,0.308735877275467,0.871794871794872,4.77477477477477,9,0,2.07975460122699,10,0,6.97435897435897,37,0.436069396669558,0.113960576459638,0.87287156094397,0.15625,0.0625,0.1875,0.032258064516129,0.03125,7.73611111111111,0.1,11.7333333333333,0.666666666666667,39.3666666666667,0,2.4,0,0.0625,1.125,0.466666666666667,18,3,101,12,423,16,4.17107350924829,1109.204790113,32,32,32,32,32,28,1,32,0,0,101,30.8333333333333,0,0.401354784081287,0.0677392040643522,0.0889077053344623,0.0948348856900931,0.168776371308017,0.236286919831224,22,3,0,16,0
4,2,5,0.5,0,1,0,0,1980.16666666667,0.207777564655278,0.916666666666667,0,0.308735877275467,0.871794871794872,4.77477477477477,9,0,2.07975460122699,10,0,6.97435897435897,37,0.436069396669558,0.113960576459638,0.87287156094397,0.15625,0.0625,0.1875,0.032258064516129,0.03125,7.73611111111111,0.1,11.7333333333333,0.666666666666667,39.3666666666667,0,2.4,0,0.0625,1.125,0.466666666666667,18,3,101,12,423,16,4.17107350924829,1109.204790113,32,32,32,32,32,28,1,32,0,0,101,30.8333333333333,0,0.401354784081287,0.0677392040643522,0.0889077053344623,0.0948348856900931,0.168776371308017,0.236286919831224,22,3,0,16,0
3,3,5,0.5,0,1,0,0,1980.16666666667,0.207777564655278,0.916666666666667,0,0.308735877275467,0.871794871794872,4.77477477477477,9,0,2.07975460122699,10,0,6.97435897435897,37,0.436069396669558,0.113960576459638,0.87287156094397,0.15625,0.0625,0.1875,0.032258064516129,0.03125,7.73611111111111,0.1,11.7333333333333,0.666666666666667,39.3666666666667,0,2.4,0,0.0625,1.125,0.466666666666667,18,3,101,12,423,16,4.17107350924829,1109.204790113,32,32,32,32,32,28,1,32,0,0,101,30.8333333333333,0,0.401354784081287,0.0677392040643522,0.0889077053344623,0.0948348856900931,0.168776371308017,0.236286919831224,22,3,0,16,0
2,6,5,0.5,0,1,0,0,1980.16666666667,0.207777564655278,0.916666666666667,0,0.308735877275467,0.871794871794872,4.77477477477477,9,0,2.07975460122699,10,0,6.97435897435897,37,0.436069396669558,0.113960576459638,0.87287156094397,0.15625,0.0625,0.1875,0.032258064516129,0.03125,7.73611111111111,0.1,11.7333333333333,0.666666666666667,39.3666666666667,0,2.4,0,0.0625,1.125,0.466666666666667,18,3,101,12,423,16,4.17107350924829,1109.204790113,32,32,32,32,32,28,1,32,0,0,101,30.8333333333333,0,0.401354784081287,0.0677392040643522,0.0889077053344623,0.0948348856900931,0.168776371308017,0.236286919831224,22,3,0,16,0
5,5,4,0.75,0,0,0.000166585728976727,0.809523809523809,1032.66666666667,0.180915354827616,1,1,0.243095979094505,0.948387096774194,5.42857142857143,11,1.78709677419355,6.61306532663317,24,100,7.28387096774194,45,0.662238766266345,0.235702260395516,0.925820099772551,0.075,0.176470588235294,0.175,0.225,0.5,8.75257731958763,0.0967741935483871,12.5161290322581,0.483870967741935,49.3548387096774,0.0967741935483871,3.12903225806452,0,0.175,0.9,0.580645161290323,20,2,86,7,586,20,4.39573299739389,1529.88466426261,51,39,38,40,38,46,1,40,85.9607843137255,0,86,49.8965517241379,0,0.401911468812877,0.0271629778672032,0.0382293762575453,0.0759557344064386,0.0675844806007509,0.188986232790989,50,2.66666666666667,3,18,0
3,1,4,0.75,0,0,0.000166585728976727,0.809523809523809,1032.66666666667,0.180915354827616,1,1,0.243095979094505,0.948387096774194,5.42857142857143,11,1.78709677419355,6.61306532663317,24,100,7.28387096774194,45,0.662238766266345,0.235702260395516,0.925820099772551,0.075,0.176470588235294,0.175,0.225,0.5,8.75257731958763,0.0967741935483871,12.5161290322581,0.483870967741935,49.3548387096774,0.0967741935483871,3.12903225806452,0,0.175,0.9,0.580645161290323,20,2,86,7,586,20,4.39573299739389,1529.88466426261,51,39,38,40,38,46,1,40,85.9607843137255,0,86,49.8965517241379,0,0.401911468812877,0.0271629778672032,0.0382293762575453,0.0759557344064386,0.0675844806007509,0.188986232790989,50,2.66666666666667,3,18,0
3,2,4,0.75,0,0,0.000166585728976727,0.809523809523809,1032.66666666667,0.180915354827616,1,1,0.243095979094505,0.948387096774194,5.42857142857143,11,1.78709677419355,6.61306532663317,24,100,7.28387096774194,45,0.662238766266345,0.235702260395516,0.925820099772551,0.075,0.176470588235294,0.175,0.225,0.5,8.75257731958763,0.0967741935483871,12.5161290322581,0.483870967741935,49.3548387096774,0.0967741935483871,3.12903225806452,0,0.175,0.9,0.580645161290323,20,2,86,7,586,20,4.39573299739389,1529.88466426261,51,39,38,40,38,46,1,40,85.9607843137255,0,86,49.8965517241379,0,0.401911468812877,0.0271629778672032,0.0382293762575453,0.0759557344064386,0.0675844806007509,0.188986232790989,50,2.66666666666667,3,18,0
8,7,4,0.75,0,0,0.000166585728976727,0.809523809523809,1032.66666666667,0.180915354827616,1,1,0.243095979094505,0.948387096774194,5.42857142857143,11,1.78709677419355,6.61306532663317,24,100,7.28387096774194,45,0.662238766266345,0.235702260395516,0.925820099772551,0.075,0.176470588235294,0.175,0.225,0.5,8.75257731958763,0.0967741935483871,12.5161290322581,0.483870967741935,49.3548387096774,0.0967741935483871,3.12903225806452,0,0.175,0.9,0.580645161290323,20,2,86,7,586,20,4.39573299739389,1529.88466426261,51,39,38,40,38,46,1,40,85.9607843137255,0,86,49.8965517241379,0,0.401911468812877,0.0271629778672032,0.0382293762575453,0.0759557344064386,0.0675844806007509,0.188986232790989,50,2.66666666666667,3,18,0
4,4,4,0.75,0,0,0.000166585728976727,0.809523809523809,1032.66666666667,0.180915354827616,1,1,0.243095979094505,0.948387096774194,5.42857142857143,11,1.78709677419355,6.61306532663317,24,100,7.28387096774194,45,0.662238766266345,0.235702260395516,0.925820099772551,0.075,0.176470588235294,0.175,0.225,0.5,8.75257731958763,0.0967741935483871,12.5161290322581,0.483870967741935,49.3548387096774,0.0967741935483871,3.12903225806452,0,0.175,0.9,0.580645161290323,20,2,86,7,586,20,4.39573299739389,1529.88466426261,51,39,38,40,38,46,1,40,85.9607843137255,0,86,49.8965517241379,0,0.401911468812877,0.0271629778672032,0.0382293762575453,0.0759557344064386,0.0675844806007509,0.188986232790989,50,2.66666666666667,3,18,0
